"LOAN","MORTDUE","VALUE","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","Default","Loan_Reason"
"        5700","           .","       68591","Office","           0","           0","           0","69.645660473","           0","           4","41.185039558","No","Home Improvement"
"3698.1155219","       26927","       35461","Other","           0","           1","           0","21.799352154","          10","           6","29.439664242","Yes",""
"        5700","       49806","34085.903306","","           3","           0","           0","210.34747857","           3","          30","31.243408701","No",""
"3881.6075528","       70000","       84579","Sales","         0.1","           0","           0","        95.9","           1","          17","           .","Yes",""
"        5700","43437.337175","23297.717037","ProfExe","1.7927158446","           0","           0","       177.5","           2","          26","           .","Yes","Home Improvement"
"        5700","35323.902311"," 56744.87096","ProfExe","         9.5","           0","           0","       104.4","           0","          14","           .","Yes","Home Improvement"
"        5700","       77213","       92661","Sales","           0","           0","           0","97.133170952","           1","          16","41.777888631","Yes",""
"        5700","58803.150745","       82923","Other","           4","           0","           0"," 117.6739652","           0","          15","42.464866285","No","Home Improvement"
"        5700","       71556","58473.652018","Other","           2","           0","           0","92.643084556","           0","          15"," 41.21001247","No","Home Improvement"
"3290.2874176","           .","       39052","Other","           3","           0","           0","272.22062826","           0","          25","39.896104618","No","Home Improvement"
"        5700","       74172","       79846","ProfExe","           0","           0","           0","157.00977472","           0","          28","47.415228659","Yes",""
"        5700","       28116","       33450","Other","           0","           1","           0","15.396587392","           9","           7","30.017013296","No",""
"        5700","           .","       64910","","           .","           .","           .","           .","           .","           .","33.850461221","No","Debt Consolidation"
"        5700","           .","       69172","Office","           1","           0","           0","48.853667057","           0","           3","38.773685963","No","Home Improvement"
"2492.0936336","           .","       36385","Other","0.5949555899","           0","           0","266.55339438","           1","          25","43.309764541","Yes","Home Improvement"
"3987.2741175","           .","       41119","Other","           2","           0","           0","261.40521864","           0","          26","42.191941556","No","Home Improvement"
"175.34366454","       75000","       90543","Mgr","3.4149846134","           0","           0"," 300.4872058","           1","          23","38.940575356","No",""
"        5800","       79296","       86885","Mgr","4.9804535666","           0","           1"," 307.9748816","           1","          23","39.959108765","No",""
"        5800","19437.312414","       46833","Mgr","0.0698694438","           0","           0","83.289062746","           1","          13","30.187805389","Yes",""
"914.12949074","      172595","      250155","Sales","           .","           0","           0","126.40098356","           0","          21"," 43.20775979","No",""
"3066.8911825","           .","12027.997834","","           .","           .","           .","           .","           .","           .","34.174055545","No","Home Improvement"
"        5800","           .","       73804","Office","           1","           0","           0","71.766557161","           0","           4","41.287423388","No","Home Improvement"
"        5800","       46595","17106.869203","Other","           5","           0","           0","80.131746414","           0","          17","24.140153667","No","Home Improvement"
"        5900","           .","       28000","Self","           1","           2","           1","36.766666667","           1","           8","           .","Yes",""
"        5900"," 43507.22184","       77989","Other","0.7987367389","           0","           0","120.37941429","           0","          24","41.442500462","No","Home Improvement"
"664.31339512","           .","       33100","Other","           .","           0","           0","       238.6","           1","           2","           .","Yes","Home Improvement"
"        5900","           .","46590.618618","","           1","           0","           0","           .","           0","           0","12.749180645","No","Home Improvement"
"        5900","       82912","       91175","ProfExe","           2","           .","           .","           .","           .","           .","27.595273523","No",""
"        5900","       25972","33450.047627","Other","           2","           0","           2","157.96001139","           3","          27","40.628278175","Yes",""
"        5900","       74187","       78976","Other","           9","           0","           1","118.44249103","           0","          24","40.110407425","No","Home Improvement"
"4576.7488527","           .","       66903","","           .","           .","           .","           .","           .","           .","32.782926828","No","Debt Consolidation"
"2900.9093802","      106650","           .","Mgr","           1","           0","           6","250.56666667","           4","          23","           .","Yes",""
"        6000","           .","68940.034157","","           .","           .","           .","           .","           .","           .","32.977197226","No","Debt Consolidation"
"        6000","       95232","93486.646396","Office","          22","           0","           0"," 149.0229081","           1","          12","37.954336913","Yes","Home Improvement"
"        6000","       47625","       85925","Office","         0.1","           2","           1","154.13333333","           4","          26","           .","Yes","Home Improvement"
"        6000","       24600","       30500","Other","         4.5","           0","           1","       116.1","           8","          34","           .","Yes","Home Improvement"
"        6000","       65000","       94355","Other","10.433414052","           1","           3","        69.3","           1","          34","           .","Yes","Debt Consolidation"
"        6000","           .","           .","Office","          13","           .","           2","122.76666667","           .","          23","           .","Yes","Home Improvement"
"5417.8981173","4710.4646958","           .","Other","0.8697837996","           0","           0","140.93333333","           1","          20","           .","No","Home Improvement"
"        6000","       42000","16188.577766","Other","          19","           0","           0","          90","           2","          13","           .","Yes",""
"2629.2939077","       32446","       54904","Other","           2","           0","           0","51.733333333","           1","           9","           .","Yes","Home Improvement"
"        6000","        9660","       35900","Other","2.8693491755","           0","           1","       136.3","           3","           6","           .","Yes",""
"        6000","       22859","       32200","Other","           4","           0","           0","83.333333333","           3","          20","           .","Yes",""
"        6000","       16878","       25850","Mgr","           1","           0","           1","       218.6","           5","          34","           .","Yes","Debt Consolidation"
"        6000","9952.3405642","       80000","Other"," 1.659199201","           0","           0","       343.9","           1","          47","           .","No","Home Improvement"
"        6000","       43000","       57460","Other","         1.6","           1","           .","       101.5","           .","          13","           .","No","Home Improvement"
"        6000","45270.176949","       64790","Other","         0.1","           0","           2","       105.4","           3","          18","           .","No",""
"        6000","       69876","    94394.07","Other","           0","           0","           1","179.56666667","           0","          32","           .","No","Home Improvement"
"539.90219652","       51000","       86125","ProfExe","           6","           0","           0","222.16666667","           2","          24","           .","No","Home Improvement"
"        6000","       53227","       68700","Mgr","0.2359798873","           0","           2","122.73333333","           0","          23","           .","No","Home Improvement"
"        6000","           .","16819.313603","Other","           .","           .","           .","100.93333333","           .","           9","           .","No","Home Improvement"
"        6000","       14000","       61493","Office","          23","           0","           0","321.63333333","           1","          13","           .","No","Home Improvement"
"        6000","       40000","       54600","ProfExe","           4","           0","           4","       101.4","           0","          19","           .","Yes","Home Improvement"
"        6000","       18793","       27750","Mgr","           6","           0","           3","       119.7","           0","           8","           .","No","Home Improvement"
"        6000","      179397","154849.74121","ProfExe","           5","           6","           0","        90.3","           6","          29","           .","Yes",""
"5549.3575705","           ."," 65234.81864","Mgr","5.5205985874","           1","           2","       129.9","           1","          22","           .","Yes","Home Improvement"
"4457.1100019","       79046","      103048","Other","           0","           0","           0","181.69653802","           0","          32","37.289989924","No","Home Improvement"
"        6000","           .","       53190","","           0","           0","           0","           .","           0","           0","15.174415003","No","Home Improvement"
"        6000","           .","       43683","Other","           .","           .","           .","           .","           .","           .","21.935498813","Yes","Home Improvement"
"4428.3927914","      129731","      154113","ProfExe","          12","           0","           0","213.53333333","           0","          19","           .","No","Home Improvement"
"4626.3830326","       48500","       62500","Mgr","           7","           .","           4","       111.3","           2","          11","           .","No",""
"        6100","           .","38785.606308","","           .","           .","           .","           .","           .","           .","           .","No","Debt Consolidation"
"5561.9063923","       91704","      114799","Office","          22","           0","           0","129.25008957","           1","          12","36.746766237","No","Home Improvement"
"        6100","       47604","32896.190714","Other","           5","           0","           0"," 70.69532973","           0","          18"," 24.76674453","No","Home Improvement"
"        6100","           .","       35250","Other","           .","           .","           .","         303","           .","          12","           .","No","Home Improvement"
" 1559.733472","       62751","       95617","Other","           1","           0","           0","138.64686318","           1","          13","31.757270694","Yes","Home Improvement"
"        6100","       48300","       53388","Office","           9","           .","           .","178.48960216","           .","          19"," 26.72002818","No","Home Improvement"
"        6100","       68743","23346.766576","Sales","           3","           1","           0"," 153.0667831","           0","          22"," 40.15052706","No","Home Improvement"
"2651.4657163","       79636","       87276","Other","4.9379494623","           0","           0","350.43613755","           0","          47","28.848276581","No","Home Improvement"
"199.91664197","           .","       46830","","           0","           0","           1","           .","           0","           0","13.306013076","Yes","Home Improvement"
"        6100","78297.240798","       95433","ProfExe","           0","           .","           .","           .","           .","           .","28.925117417","No",""
"2084.4141755","       77265","51516.576197","ProfExe","           0","           .","           .","           .","           .","           .","28.876463055","No",""
"        6200","       75657","       84368","Sales","           4","           0","           0","122.24494502","           0","          30","32.552543335","No",""
"        6200","      171582","      245730","Sales","           .","           0","           0","135.10893025","           0","          22","39.783818126","Yes",""
"        6200","           .","       33909","","           .","           .","           .","           .","           .","           .","34.517404516","No","Home Improvement"
"        6200","       46601","       59486","Other","           5","           0","           0"," 84.63211066","           0","          18"," 25.35001036","No","Home Improvement"
"        6200","       60354","       87596","ProfExe","           5","           0","           0","210.17306467","           2","          23","34.054811237","No","Home Improvement"
"        6200","27104.549254"," 20864.33284","","           2","           0","           0","201.33448747","           4","          29","29.661710162","No",""
"        6200","           .","       41657","Other","           .","           .","           .","293.95872355","           .","          11","30.197630728","No","Home Improvement"
"        6200","           .","           .","Self","           3","           .","           .","        80.5","           2","          17","           .","Yes",""
"5733.7855285","           .","       80078","","           .","           .","           .","           .","           .","           .","25.375544161","No","Debt Consolidation"
"        6200","       42100","       57385","Other","         8.5","           0","           1","       164.8","           1","          28","           .","Yes",""
"        6200","24012.991004","23727.775934","Sales","           3","           2","           0","162.94515692","           0","          23","40.315396587","No","Home Improvement"
"5050.5352068","69467.716905","97363.527943","Other","           0","           0","           1"," 182.8787798","           0","          31"," 37.19944569","No","Home Improvement"
"        6200","       45787","       64854","","           4","           .","           1","63.117023228","           .","          16","36.538747338","No",""
"2066.3813134","       75121","73804.775053","ProfExe","           0","           .","           .","           .","           .","           .","27.167655962","No",""
"        6200","           .","       51732","","           .","           .","           .","           .","           .","           .","12.324707091","No","Debt Consolidation"
"715.27396828","      133882","      155222","ProfExe","3.9996008268","           0","           0","212.53764322","           0","          19","20.616783656","No","Home Improvement"
"5792.1658602","       75623","       89634","Other","          24","           0","           0","324.68682941","           0","          47","28.285532103","Yes","Home Improvement"
"        6200","14953.952036","       61956","Other","           2","           0","           .","101.16706032","           .","          13","38.675140153","No","Home Improvement"
"        6300","       99469","      116260","Office","          23","           0","           0","124.74559549","           1","          12","35.642270107","No","Home Improvement"
"        6300","       55000","       69000","ProfExe","          13","           0","           0","130.06666667","           0","          20","           .","No",""
"        6300","           .","       72890","Office","           1","           0","           0","41.250113587","           0","           3","39.198068218","No","Home Improvement"
"        6300","       44226","       57779","","3.8463990166","           .","           0","63.626413251","           .","          16","33.111829109","No",""
"        6300","           .","       39050","Other","           .","           .","           .","294.47804756","           .","          12","31.447750409","No","Home Improvement"
"        6300","       78724","38005.628634","Other","          24","           0","           0","335.07414261","           1","          46","31.177261304","No","Home Improvement"
"        6300","13998.437109","       98314","Self","         2.2","           0","           0","120.73333333","           0","           8","           .","Yes",""
"        6300","       65875","       76000","Mgr","         0.8","           2","           0","          84","           1","          12","           .","Yes",""
"        6300","       45582","       89005","","           2","           0","           0","209.35804693","           4","          30","29.595955514","Yes",""
"        6300","       92659","      117352","ProfExe","           6","           0","           0","199.01192718","           0","          27","26.520049519","No","Home Improvement"
"        6300","       58052","       70091","ProfExe","5.9248167313","           0","           4","153.78043854","           1","          30","21.719595981","No",""
"        6300","       49498","30341.128208","Mgr","           6","           .","           4","111.20651324","           1","          10","38.577131937","No",""
"        6300","       79667","       96988","ProfExe","           1","           .","           .","           .","           .","           .","29.835960721","No",""
"5532.0552253","       12476","       32559","Office","3.7695431522","           3","           6","227.12990511","           0","          23"," 23.31951678","Yes","Home Improvement"
"        6300","       69357","       73726","Sales","           3","           2","           0","163.28393319","           1","          22","42.407814245","No","Home Improvement"
"        6300","       26655","9212.8623342","Other","0.6446962886","           1","           0","12.759267447","          10","           6"," 28.36185178","No",""
"        6400","8443.2342191","       45200","Other","          25","           0","           2","         128","           4","          17","           .","Yes","Home Improvement"
"2166.4743791","51588.270025","      125652","Other","2.3206549037","           .","           ."," 419.3751538","           1","          50","42.244927573","No","Home Improvement"
"        6400","       76577","       83200","","0.8372083892","           .","           .","           .","           .","           .","22.055034214","No",""
"        6400","       47251","       58157","Other","           0","           0","           .","104.79246836","           .","          13","36.416886965","No","Home Improvement"
"1320.1564884","       53476","6368.3253237","ProfExe","4.6021546165","           0","           3","164.31540986","           1","          30","21.137981572","No",""
"        6400","       81116","56979.212385","ProfExe","           8","           0","           0","262.17542613","           0","          11","42.068268179","No","Home Improvement"
"        6400","       17491","       63614","Office","          23","           0","           0","325.29930871","           0","          12","40.244404369","No","Home Improvement"
"3924.2390204","       65215","       74332","Mgr","0.0309078195","           .","           1"," 213.8321032","           0","          24"," 40.64461955","No","Home Improvement"
"        6400","       62746","       75016","ProfExe","          12","           0","           0","133.10154783","           0","          20","40.188123128","No",""
"        6400","       76732","       78084","Other","6.3274146422","           0","           0","109.19302137","           0","          26","37.964554318","Yes","Home Improvement"
"        6400","38400.137418","       78635","Sales","           3","           0","           0","147.07716353","           0","          31","31.206129763","No",""
"        6400","       39687","       51666","Office","           9","           .","           .","177.59135402","           .","          19","  26.1209597","No","Home Improvement"
"1377.5720335","       51436","       91284","","           4","           0","           0","209.64289843","           2","          30","31.971971208","No",""
"        6400","       44968","       62747","Other","           0","           1","           .","101.39144532","           .","          12","36.602947343","No","Home Improvement"
"        6400","        9113","28748.864716","Self","           .","           0","           0","202.25079583","           0","          11","45.114319388","No","Home Improvement"
"2119.3929682","       28041","       33438","Other"," 0.215934184","           1","           0"," 10.42564285","          10","           6","29.753700283","No",""
"        6400","       57887","       74776","Mgr","           3","           0","           1","126.32864372","           0","          22","28.756345434","No","Home Improvement"
"        6500","       47949","       53102","Office","5.8296965388","           .","           .","180.84124987","           .","          19","27.839006664","No","Home Improvement"
"        6500","           .","       37448","Other","           .","           .","           .","333.23089989","           .","          11","29.011980578","No","Home Improvement"
"        6500","10930.434368","       70434","Other","           1","           0","           0","127.06270157","           2","          21","37.800352933","Yes","Home Improvement"
"6275.1656488","35604.629449","       97630","ProfExe","           1","           .","           .","           .","           .","           .","30.531264536","No",""
"        6500","55110.645385","       76754","Mgr","           2","           0","           2"," 129.0777116","           0","          23","29.055433128","No","Home Improvement"
"        6500","33329.383158","       37345","ProfExe","          11","           0","           0"," 191.0756559","           0","          13","24.227319339","No","Home Improvement"
"6159.2344587","       78741","10740.810425","ProfExe","           0","           .","           .","           .","           .","           .","29.198860669","No",""
"        6500","       51724","       87770","","           4","           0","           0","209.32631158","           4","          29","30.343448604","No",""
"        6500","11914.041297","           .","Other","          14","           2","           5","115.36666667","           1","          16","           .","Yes","Home Improvement"
"4296.2155425","       48000"," 45375.16823","Other","           1","           1","           0","97.299756098","           6","          38","           .","Yes",""
" 3855.276623","       65000","       80400","Other"," 0.983552237","           0","           0","224.86666667","           0","          13","           .","Yes",""
"        6500","       22789","       35836","Office","           1","           0","           0","110.56666667","           2","          30","           .","No","Home Improvement"
"471.20421239","       75113","      115900","Office","7.9311068062","           0","           0","332.73333333","           2","          38","           .","No","Home Improvement"
"        6500","37545.449332","       88300","Office","4.4692058561","           0","           0","       234.4","           1","          17","           .","No","Home Improvement"
"4689.9390983","       60000","       70000","ProfExe","           9","           0","           0","54.766666667","           2","          24","           .","No",""
"        6500","       70300","85493.982929","Office","           1","           0","           0","242.46666667","           1","          38","           .","No",""
"        6500","       96314","      105800","ProfExe","          27","           0","           0","       475.8","           2","          40","           .","Yes","Home Improvement"
"5559.9438516","49903.678003","12961.381038","Office","          29","           0","           0","327.20063852","           1","          38","34.345837692","No","Home Improvement"
"5571.1503879","           .","       70886","","           .","           .","           .","           .","           .","           ."," 23.47088075","No","Debt Consolidation"
"3189.5617513","2963.4850671","      208910","ProfExe","1.6844308421","           6","           0","86.452226941","           6","          29","  69.8005248","Yes",""
"        6500","       58689","       72557","Other","           0","           0","           1"," 94.00805286","           2","          18","34.898413066","No",""
"        6600","       62380","       89742","Office","          31","           0","           0","232.52729073","           0","          16","26.160494887","No","Home Improvement"
"        6600","       74376","       84855","","           3","           .","           .","           .","           .","           .","20.028353505","No",""
" 5848.513729","           .","       48800","","           0","           0","           0","           .","           0","           0","12.219436152","No","Home Improvement"
"        6600","       68733","       81973","Other","1.7635282277","           0","           0","96.977667199","           0","          14","42.211046784","No","Home Improvement"
"        6600","       40926","       50486","Office","          10","           .","           .","179.80086812","           .","          19","27.532376107","No","Home Improvement"
"848.68205639","       95450","      112630","Office","15.439098038","           0","           0","122.81558408","           0","          12","36.773458722","No","Home Improvement"
"        6600","           .","45757.426545","","           0","           0","           0","           .","           0","           0","14.845990728","No","Home Improvement"
"        6600","62952.700035","      126636","Other","9.4453976287","           .","           .","423.20962409","           2","          49","40.957090317","Yes","Home Improvement"
"5581.5745229","           .","       55396","","           .","           .","           .","           .","           .","           .","15.703991562","No","Debt Consolidation"
"2920.9786999","       55113","       56486","Other","           4","           0","           0","84.417030462","           0","          17","23.642853829","No","Home Improvement"
"        6700","       60301","42713.296645","ProfExe","           5","           0","           0","195.78086332","           0","          19","32.397593406","Yes","Home Improvement"
"        6700","           .","       30544","Other","           2","           0","           0","283.89723134","           0","          14","24.120451557","No",""
"        6700","4229.8478955","       59609","Other","           6","           0","           0","99.303700784","           0","          17","25.231366381","No","Home Improvement"
"        6700","       58741","       68225","ProfExe","           9","           0","           3"," 173.5744163","           1","          31","23.587013228","No",""
"617.42533237","       27510","       42495","Other","           2","           0","           2","171.52648922","           3","          27","41.428597508","Yes",""
"        6700","           .","       81239","Other","          19","           .","           .","           .","           .","           .","40.894931701","Yes","Home Improvement"
"        6700","       69773","       83014","Other","           0","           1","           0","263.17343429","           0","           5"," 37.70699649","No","Home Improvement"
"157.51887339","       51855","       58084","Office","          21","           0","           0","193.75474567","           0","          19","19.549571698","No","Home Improvement"
"        6700","       48430","       64358","Other","           0","           1","           .","108.35174747","           .","          13","38.894194746","No","Home Improvement"
"4365.4128073","       29662","       36195","Office","           1","           0","           0","112.13708066","           1","          30"," 38.52863281","Yes","Home Improvement"
"        6700","       66587","       70710","ProfExe","           9","           1","           0","43.923382631","           1","          24","39.738576265","No",""
"        6700","           .","14178.275104","Mgr","           4","           0","           0","174.72183413","           1","           8","62.246451123","Yes","Home Improvement"
"        6700","       54161","       59714","Office","          20","           0","           0","209.20630035","           0","          20","20.203517707","No","Home Improvement"
"6651.5012587","      134616","      155034","ProfExe","          13","           1","           0","215.42240638","           0","          19","19.493871984","No","Home Improvement"
"        6800","      136951","      160306","ProfExe","1.3671382267","           0","           0"," 219.7356734","           1","          18","20.885093499","No","Home Improvement"
"1249.0354048","34677.971683","16864.238124","ProfExe","          12","           0","           0","208.42084303","           0","          19"," 19.33336736","No","Home Improvement"
"        6800","       49809","       65074","Mgr","           7","           .","           4"," 116.6327333","           3","          10","39.215028911","No",""
"        6800","       78292","       86959","","           3","           .","           .","           .","           .","           .","18.927211638","Yes",""
"        6800","      139578","56120.873876","ProfExe","          12","           0","           0","201.96083432","           0","          18","22.325828788","No","Home Improvement"
"        6800","6132.1305575","       74816","Mgr","           2","           0","           2","126.30323511","           0","          22","27.118653527","No","Home Improvement"
"        6800","       76074","       88178","Other","          22","           0","           0","341.46505556","           0","          46","27.523246143","No","Home Improvement"
"        6800","       31000","       42000","Mgr","         3.5","           1","           0","106.26666667","           2","          26","           .","Yes",""
"        6800","8383.2644905","       57150","Office","           4","           0","           1","94.333333333","           3","          12","           .","No",""
"4348.7766232","23761.569778","       57912","Office"," 4.227294102","           0","           0","206.30632134","           0","          20","21.798513082","No","Home Improvement"
" 4462.351886","           .","       27410","Mgr","           6","           1","           0","2.0333333333","           1","           5","           .","Yes","Home Improvement"
"        6800","      178559","      247611","Sales","           .","           0","           0","127.23414105","           0","          22","42.083901678","Yes",""
" 4027.099048","           .","       72310","Office","           1","           0","           0","48.818836477","           0","           3","40.787393229","No","Home Improvement"
"2268.5215202","28239.817166","       99913","Other","           0","           0","           1","196.46499893","           0","          31","35.761604731","No","Home Improvement"
" 3683.587078","       75964","       88754","Mgr","          19","           0","           1","298.70048215","           0","          23","39.107501643","No",""
"2459.2368957","       75880","      113612","Office","           1","           0","           0","230.80558812","           1","          38","17.965883444","No",""
"4826.5989026","       70717","       87466","Other","           2","           0","           0","112.58906066","           0","          15","41.428089899","No","Home Improvement"
"        6900","       53776","34670.005892","Other","           5","           0","           0","87.900118337","           0","          17","22.286997477","No","Home Improvement"
"        6900","17738.307077","       58088","Sales","0.5607980604","           0","           0"," 101.5319079","           0","          21","35.764058362","Yes",""
"        6900","        5816","           .","Mgr","          23","           0","           2","        67.8","           1","          18","           .","Yes","Home Improvement"
"        6900","16011.816123","       63752","Other","3.9576440416","           2","           0","138.23477796","           0","          22","38.372460882","Yes",""
"        6900","       37055","       83000","Sales","0.7187343555","           0","           0","122.26666667","           2","          43","           .","Yes","Home Improvement"
"        6900","       97662","      110046","Office","          24","           0","           0","111.12339734","           0","          11","37.253150854","No","Home Improvement"
"        6900","       49000","       68280","Other","           1","           0","           0","        61.9","           8","          22","           .","No",""
"        6900","           .","38937.777022","","           .","           .","           .","           .","           .","           .","14.370985949","Yes","Debt Consolidation"
" 5531.848643","       50387","       68443","Mgr","           7","           .","           3","105.82732904","           2","          10","40.717668846","No",""
"        6900","       49932","       66042","Office","          20","           0","           0","204.48458275","           0","          19","21.855494126","No","Home Improvement"
"        6900","       51384","77201.853388","","2.9609704572","           0","           0"," 224.2470369","           3","          29","30.526150723","No",""
"        6900","           .","       36191","Other","           .","           .","           .","311.86989931","           .","          12","30.790620774","No","Home Improvement"
"2635.8452629","       98779","76848.752513","Other","0.4602337617","           .","           .","  421.541928","           1","          49","40.828872934","No","Home Improvement"
"        7000","28721.427148","      111781","Office","           0","           0","           0","231.79991346","           0","          38","19.273579455","No",""
"        7000","       74795","       99149","Other","           1","           0","           1","175.57144277","           0","          32","34.449664673","No","Home Improvement"
"        7000","           .","32111.165676","Other","           .","           .","           ."," 102.6573271","           .","           9","36.094071425","No","Home Improvement"
"        7000","       78284","       98214","Other","           0","           0","           1","171.83838617","           0","          31","36.247963031","No","Home Improvement"
"        7000","47005.800499","       93740","ProfExe","3.3286046019","           0","           0","213.36302767","           2","          24","34.475301929","Yes","Home Improvement"
"        7000","       81335","       81018","Other","          22","           0","           0","341.61057605","           1","          47","27.767299768","No","Home Improvement"
"        7000","       52287","       87972","ProfExe","           7","           0","           0","211.28441317","           1","          24","33.461402248","No","Home Improvement"
"3084.5250539","       58339","       72432","Mgr","          10","           .","           1","197.33839792","           0","          24","39.843087337","No","Home Improvement"
"        7000","       46238","       66842","Office","           4","           0","           0","90.380409083","           3","          11"," 36.30952679","No",""
"2760.5396815","      142251","      157250","Other","           5","           0","           0","87.833333333","           4","          21","           .","Yes","Home Improvement"
"        7000","       19894"," 12966.93046","Other","           4","           0","           0","       134.7","           1","          16","           .","No",""
"        7000","       27290","       63500","Office","           6","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"        7000","12776.020613","42915.321881","Office","          17","           0","           1","       183.1","           0","          23","           .","Yes","Home Improvement"
"        7000","       66000","       86300","Other"," 0.868463159","           1","           1","242.43333333","           0","           8","           .","Yes",""
"        7000","       46000","19507.823695","Office","           1","           0","           1","138.23333333","           0","           9","           .","Yes",""
"        7000","      120000","      175450","Other","           8","           0","           0","219.16666667","           1","          20","           .","No",""
"3719.3866627","       58843","       75300","Other","0.0139118002","           0","           0","103.66666667","           0","           7","           .","No","Home Improvement"
"        7000","        7000","21138.622351","Other","           5","           0","           0","265.06666667","           0","          12","           .","No",""
"        7000","27569.658184","       49000","Other","          11","           0","           0","       234.4","           1","          32","           .","No",""
"579.52024023"," 1125.724712","       26600","","           .","           .","           .","           .","           .","           .","           .","No","Debt Consolidation"
"        7000","       56636","       76353","Other","          15","           0","           0","       229.3","           1","          36","           .","No","Home Improvement"
"        7000","21694.427282","60833.284508","Other","           5","           0","           0","84.733333333","           3","          20","           .","No","Home Improvement"
"        7000","       46225","       59000","Other","          16","           0","           4","219.13333333","           0","          37","           .","No",""
"        7000","       53194","       81150","ProfExe","10.608725602","           7","           0","183.63333333","           2","          28","           .","Yes","Home Improvement"
"        7000","       83000","       97635","Other","         5.6","           3","           0","         141","           0","          10","           .","Yes","Home Improvement"
"        7000","      138841","      160000","Mgr","          11","           8","           0","        86.2","           2","          36","           .","Yes",""
"        7000","       38800","       53500","ProfExe","          15","           0","           0","96.366666667","           0","          18","           .","Yes","Home Improvement"
"        7000","2056.9349067","       49840","Office","0.5729064823","           0","           0","         139","           0","          13","           .","Yes",""
"        7000","       18000","20433.476938","Other","         6.5","           1","           0","205.96666667","           1","          19","           .","Yes",""
"        7000","       74500","6324.6291458","ProfExe","           2","           2","           0","       340.9","           0","          29","           .","Yes","Home Improvement"
"        7000","21916.953789","79202.794313","Other","           1","           1","           0","54.833333333","           0","           8","           .","Yes","Home Improvement"
"       88800","       53307","20686.140529","Other","          16","           0","           0","218.30497768","           0","          15"," 34.24246473","No",""
"1613.3561603","       64255","       68389","Other","           4","           0","           0","80.152430908","           2","          19","40.561860543","No","Home Improvement"
"373.45203542","           .","       96783","Other","          20","           .","           .","           .","           .","           .","40.730315337","Yes","Home Improvement"
"        7000","      129959","95751.224446","ProfExe","          11","           0","           0","209.98629953","           0","          18","21.917952264","No","Home Improvement"
"        7000","       58114","       93391","ProfExe","           6","           0","           0","200.07775507","           1","          24","31.736511786","No","Home Improvement"
"        7000","       16047","25739.836642","Office","14.201336022","           0","           0","315.32145267","           0","          12","38.693655802","No","Home Improvement"
"        7100","       39000","       55000","Other","8.1637598482","           0","           1","192.76666667","           2","          31","           .","Yes","Debt Consolidation"
"2273.2034284","       54000","       74800","Mgr","         7.5","           1","           1","          71","           4","          18","           .","Yes",""
"        7100","           .","       74753","Office","1.7303914929","           0","           0","48.854644654","           0","           4","41.302546904","No","Home Improvement"
"        7100","       98490","      114457","Office","20.003034488","           0","           0","116.10008714","           0","          11","35.601894251","No","Home Improvement"
"        7100","       54700","       68500","","          19","           0","           0","       155.2","           1","          12","           .","No",""
"        7100","           .","       40185","Other","0.7977800811","           0","           0"," 272.9226847","           1","          25","41.916899529","No","Home Improvement"
"        7100","       25896","7783.1247277","Other","0.0612622472","           0","           0","29.856365166","           9","           7","28.271474159","No",""
"2601.3761003","84314.697317","1500.2017605","Other","           8","           0","           0","221.60732419","           0","          18","32.674358967","No",""
"        7100","1329.2989651","       72412","ProfExe","10.038085918","           0","           0","120.03346455","           0","          20","43.678746661","Yes",""
"2328.1766658","       57863","       70969","Other","           0","           0","           0","65.872044812","           7","          21","26.829490191","No",""
"        7100","       64850","12973.001202","Other","           0","           0","           0","108.21718977","           0","           7","36.337557557","No","Home Improvement"
"        7100","       53273","46345.765873","Other","           5","           0","           0","84.837249966","           0","          17","22.861199646","No","Home Improvement"
"        7200","18130.766105","       65000","Other","          14","           2","           1","98.433333333","          11","           9","           .","Yes",""
"        7200","       62329","       78007","ProfExe","           8","           0","           0"," 55.35880309","           1","          23","38.640277109","No",""
"        7200","       57912","       84806","Other","14.458668579","           0","           0","241.51424984","           0","          35","35.062675655","No","Home Improvement"
"        7200","       98691","      115750","Office","3.5702337276","           0","           0","118.00014232","           0","          11"," 37.72035861","No","Home Improvement"
"5213.0033368","       79946","      113807","Office","           1","           0","           0","238.45882498","           0","          37","18.617288691","No",""
"        7200"," 12637.93441","       48240","Other","          15","           0","           0","82.166666667","           0","          12","           .","No",""
"        7200","1881.9454461","       67000","Other","          24","           0","           0","         142","           1","          14","           .","Yes",""
"6890.1600825","       43705","23186.815378","Other","           9","           0","           2","235.36666667","           6","          16","           .","Yes",""
"6581.7684037","           .","       38061","Other","           .","           .","           .","299.75272612","           .","          12","31.880033183","No","Home Improvement"
