"LOAN","MORTDUE","VALUE","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","Default","Loan_Reason"
"       11100","46241.156702"," 32055.28751","ProfExe","7.0817454546","           0","           0","163.70355537","           1","          12","39.271884779","No",""
"       11100","21345.725895","       61406","Other","          31","           0","           0","239.05055657","           0","          19","20.961272939","No","Debt Consolidation"
"       11100","           .","           .","","           .","           .","           .","           .","           .","           .","26.232459223","No","Debt Consolidation"
"4584.0396289","       54496","16741.932174","Other","5.7833221116","           0","           0","125.76577489","           0","          16","35.506774068","No","Home Improvement"
"6889.3200385","       56999","       67427","Other","0.5894829038","           0","           0","139.51391501","           0","          16","35.892436102","No","Home Improvement"
"       11100","60611.610494","      102936","Other","           9","           0","           0","213.28149573","           0","          20","19.078651168","No",""
"7725.9850873","       35782","       45550","Other","4.3275637051","           0","           0","109.28434579","           0","           3","36.159805919","No","Home Improvement"
"8712.9280994","      148235"," 126792.3779","Office","1.3045715174","           0","           0","198.80971711","           0","          55","33.538726152","No","Home Improvement"
"3961.0127666","43345.775943","      107561","ProfExe","           5","           0","           1","226.78110513","           0","           9","24.190326625","No",""
"       11100","1391.5276964","       60209","Other","           3","           0","           1","80.368196976","           0","          20","37.490798825","No",""
"4133.5883625","       50350","       58837","Other","0.8285433728","           0","           0","80.843216818","           0","          10","28.793166271","No",""
"       11200","6374.4496476","16765.168424","Other","           8","           .","           1","151.28586742","           7","          29","38.019135045","No",""
"991.01912574","       66868","      107794","Office","          10","           0","           0","152.92982848","           1","          12","39.640828981","No",""
"653.45786468","75596.540592","      113833","Other","          13","           0","           0","205.11724572","           3","          16","39.126130259","No",""
"       11200","       29348","       87351","ProfExe","          20","           0","           0","224.39489458","           0","          11","26.129627304","No","Home Improvement"
"       11200","       44966","       55114","Office","0.6582205327","           0","           0","173.96189741","           1","          21","37.456622102","No",""
"5876.3344054","22888.237965","45310.205209","ProfExe"," 18.32282375","           0","           0"," 221.4180934","           0","          10","25.462641527","No","Home Improvement"
"       11200","       68890","       84059","Office"," 5.555383927","           0","           0","254.01968935","           3","          36","41.433943797","No",""
"       11200","       17411","       86102","Other","0.8242524466","           0","           0","267.97010945","           0","          13","22.089199918","No",""
"10882.772519","9570.9886148","      139200","Mgr","0.0135884737","           0","           0","213.56666667","           1","          36","           .","Yes",""
"       11200","       56842","       66710","Other","           6","           0","           0","144.79522043","           0","          17","  33.8858765","No","Home Improvement"
"       11200","       56877"," 2688.725978","Other","  4.54049926","           2","           0","12.176928574","           0","           1","33.241218883","Yes","Home Improvement"
"       11200","       62752","       73003","ProfExe","9.9017604906","           0","           0","226.56590487","           3","          31","38.339798053","No",""
"6674.5639728","       65508","56456.850102","Office","          12","           0","           0","154.42736766","           0","          12","37.575436102","No",""
"       11200","33271.595645","68689.276416","Office","2.6005654627","           0","           0","  186.249507","           0","          55","33.995565356","Yes","Home Improvement"
"       11200","       68990","       81922","Mgr","          12","           0","           1","120.88581123","           2","          23","43.159875329","Yes",""
"5319.8118421","           .","       48150","Mgr","           3","           .","           .","165.76801721","           .","           9","22.302234366","No","Home Improvement"
"       11200","       19496","       73140","ProfExe","          20","           0","           1","399.24269191","           1","          12","23.374504567","No",""
"       11300","40332.533532","49539.182918","Office","2.3470692366","           0","           0","91.219961165","           1","          15","25.140279716","No",""
"2391.1939127","      124205","148827.99678","Office","           0","           0","           1","332.72338954","           0","          15","40.120168319","No","Home Improvement"
"       11300","       64437","       79857","Office","           5","           0","           0","88.789155967","           2","          14","27.899267889","No",""
"       11300","       61810","       79817","Office","           6","           0","           0","98.224144195","           1","          14"," 25.52507894","No",""
"       11300","           .","       66345","Other","           .","           0","           0","357.14381933","           0","           6","34.601973808","No","Home Improvement"
"       11300","       62168","44401.843159","Sales","           6","           0","           0"," 117.3762292","           0","          34","27.694521271","No",""
"11166.983848","13492.558324","       71353","Other","22.490723921","           1","           2","176.91298776","           1","          24","38.544441857","No","Home Improvement"
"       11300","       46120","       52911","Mgr","          19","           0","           0","229.44157776","           1","          17","36.334814357","No","Home Improvement"
"       11300","5696.6629858","       89216","Mgr","           6","           0","           0","146.81015408","           2","          26","39.466964223","No",""
" 5797.503233","5917.6653491","      195105","Office","           0","           0","           1","356.31348584","           0","          16","41.634017956","No","Home Improvement"
"3567.8054774","       54984","15887.163629","Mgr","           4","           0","           0","190.92092996","           1","          16","28.086854837","No",""
"       11300","15983.390648","       53683","Other","          22","           0","           1","129.75806208","           0","          23","38.425881111","No","Home Improvement"
"3820.3636425","           .","25516.688137","Office","          20","           0","           0","190.03121757","           0","          15","39.008673024","No","Home Improvement"
"965.15375169","17720.069419","       59900","Mgr","           3","           1","           0","91.633333333","           4","          11","           .","Yes","Home Improvement"
"       11300","19393.013662","45929.257718","Office","          11","           2","           1","        52.8","          12","          20","           .","Yes",""
"       11300","35327.173363","53638.047548","Office","3.7415273095","           2","           3","173.71183851","           3","          29","38.556929453","No",""
"9306.7456343","       16115","       69113","ProfExe","          22","           0","           2","403.51499966","           0","          12","22.168244524","No",""
"9105.7705704","       77846","      101984","ProfExe","           5","           0","           0","112.38484554","           1","          27","28.298733642","No","Home Improvement"
"       11300","      114392","      214523","ProfExe","           2","           0","           0","132.09765987","           1","          15","26.251830338","No","Home Improvement"
"       11300","       62568","58438.431377","Office","0.7814413126","           0","           3","295.33466966","           0","          19","28.600252229","Yes","Home Improvement"
"       11300","           .","           .","Other","           .","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"403.37411231","       78902","      100332","ProfExe","           4","           0","           0","116.99879949","           0","          26","34.683071467","No",""
"5053.9781505","           .","       73121","","           .","           .","           .","           .","           .","           .","22.577246193","No","Debt Consolidation"
"       11300","39925.927549","73961.232281","ProfExe","           5","           0","           0","85.664833722","           0","          34","35.947854706","No","Home Improvement"
"       11400","           .","       29374","Office","8.6302697699","           0","           0","207.93025578","           1","          15","38.955124742","No","Home Improvement"
"536.87216869","           .","8582.2888386","Other","           .","           .","           0","88.886975341","           0","          10","37.658388771","No","Home Improvement"
"       11400","15739.183218","       90727","Mgr","1.0241428418","           0","           0","143.10103259","           2","          27","42.169926729","No",""
"       11400","       66491","       89553","","           4","           0","           0","212.78328271","           0","          16","31.120132652","No",""
"       11400","       55965","66579.422619","Office","1.9220729954","           0","           0","96.292020222","           2","          14","27.173232225","No",""
"1222.1625905","       59813","       72873","ProfExe","          13","           0","           0","234.33024049","           4","          31","39.351470851","No",""
"1310.1949314","112679.14987","      195284","Office","           0","           0","           0","354.29028718","           0","          15","38.143068786","No","Home Improvement"
"       11400","12033.462382","36091.415643","Other","          21","           0","           0","114.98297904","           0","          23","39.481662901","No","Home Improvement"
"       11400","       56789","       74016","Other","1.6360492802","           0","           0","127.62547457","           0","          16","33.027143557","No","Home Improvement"
"       11400","       51203","       60716","Other","1.7896464149","           0","           0","99.104082616","           0","          20","38.235312929","No",""
"       11400","           .","       44849","Mgr","           6","           .","           .","163.27459468","           .","           9","23.481116639","Yes","Home Improvement"
"2981.8669899","           .","       27439","","21.029359567","           0","           0","208.17711251","           0","           5","23.830110576","No","Home Improvement"
"10572.896156","       28043","       87684","ProfExe","          20","           1","           1","229.17795924","           0","          10","25.489994512","No","Home Improvement"
"10162.486974","       84380","      202186","Self","12.471956555","           0","           0","34.914371682","           .","           7"," 18.84034872","No","Home Improvement"
"426.34443325","      112930","130735.78702","ProfExe","           2","           0","           0","271.23803732","           1","          46","33.251079314","No",""
"5039.5662028","       84278","      200480","Self","          14","           0","           0","4.4127700608","           .","           8","19.112485067","No","Home Improvement"
"8415.4836671","       64934","       74875","Other","           3","           0","           0","192.31448267","           2","          16","34.343755724","No",""
"4759.1162477","39152.258933","53864.824724","Other","           1","           0","           0","188.88668235","           1","          12","26.950451284","No",""
"       11400","       52068","       80643","Other","           2","           0","           2","199.08772113","           0","          13","29.462134076","No","Home Improvement"
"       11500","       56720","       82738","Other","          17","           0","           0","200.41695429","           0","          16","34.019837692","No","Home Improvement"
"8595.4289493","      104790","      122169","Office","  9.33475053","           1","           0","266.12105655","           0","          16","34.082178462","No","Debt Consolidation"
"       11500","       53651","55243.037073","Other","1.2398521738","           0","           0","191.39688748","           0","          16","34.368650887","No","Home Improvement"
"8447.8897177","51211.072148","      215014","ProfExe","           3","           0","           0","132.09363428","           0","          14","26.864568467","No","Home Improvement"
"       11500","       43945","34415.896636","Mgr","           2","           0","           1","193.74248539","           0","          21","27.623493964","Yes",""
"       11500","       53151","67210.026763","Other","           7","           0","           0","135.80047603","           0","          16","35.851614414","No","Home Improvement"
" 1318.670873","       70409","       89099","ProfExe","           9","           0","           0","169.40165199","           0","          11","40.174430056","No",""
"       11500","48470.013079","54068.359531","Office","          11","           0","           0","262.89018789","           3","          36","39.547882702","No",""
"       11500","       44097","       58336","Office","           0","           0","           0","173.31832075","           0","          20","38.191626025","No",""
"1594.5833677","       77143","       86862","ProfExe","           8","           0","           1","164.59640287","           1","          12","39.449692717","No",""
"10937.050712","       21096","       38952","Office","          13","           0","           0","       129.7","           0","           5","           .","Yes",""
"       11500","    47597.57","     75937.5","Other","        13.5","           0","           0","        89.4","           0","           7","           .","Yes",""
"3348.1338196","       67000","       83000","ProfExe","           4","           .","           .","           .","           .","           .","           .","Yes",""
"5195.8164001","21736.376148","20018.627002","","           0","           5","           1","177.56666667","           2","          34","           .","Yes",""
"       11500","26093.666078","13222.617453","ProfExe","0.6942714316","           0","           0","162.11625392","           1","          35","39.791198955","No",""
"       11500","       63136","9246.7571317","Other","           3","           .","           .","149.06474483","           .","          35","28.975940118","No",""
"8314.5588109","24763.665212","       37717","Mgr","6.5451163131","           0","           0","61.915444655","           0","           9","30.702428546","No","Home Improvement"
"6841.8156392","      104610","79871.365665","Other","          18","           0","           1","203.70020243","           1","          16","37.596951452","No",""
"       11500","           .","       64037","Other","           .","           0","           0","354.17458076","           0","           7","34.355739238","No","Home Improvement"
"       11500","12883.941948","13455.043781","Other","           4","           0","           1","312.54739604","           0","           9","31.181801354","No",""
"       11500","       22758","       36922","Office","           7","           0","           1","103.04811711","           0","          16","19.020168304","No",""
"       11600","       82326","       94599","Other","           0","           4","           0","           .","           0","           3","29.893621477","No",""
"6109.0453752","       64143","10887.896661","Office","           6","           0","           3","201.36992202","           3","          29","35.795804943","No",""
"       11600","74078.200021","42458.115252","Other","0.2306578803","           0","           0"," 206.8225881","           3","          16","39.111039466","No",""
"       11600","       44623","           .","ProfExe","10.592975342","           6","           2","178.09322168","           0","          29","21.334651908","Yes","Home Improvement"
"       11600","10541.654207"," 22213.18719","Mgr","0.4133922469","           0","           0"," 91.99164592","           0","          12","72.264093333","Yes",""
"       11600","       50433","      107092","ProfExe","2.3093820095","           0","           1","225.18169134","           0","           9"," 24.95259473","No",""
"       11600","33439.317099","      128462","Office","          10","           0","           0","128.12359751","           0","          21","37.523324709","No",""
"4162.9618793","14098.564908","32100.051537","Office","           6","           0","           0"," 85.57207035","           0","          16","19.223872665","No",""
"       11600","       35865","       50000","Other","           .","           0","           0","78.133333333","           0","          15","           .","No",""
"       11600","39523.976828","53236.970287","Other","0.1721666219","           0","           0","34.466666667","           4","          15","           .","Yes",""
"8277.7743279","24882.162206","       60000","Other","          10","           0","           1","304.36666667","           3","          27","           .","Yes",""
"8406.4174818","       96882","20147.762466","ProfExe","          13","           0","           0","176.22191092","           2","          17","34.757740199","No",""
"       11600"," 7133.353751","       47042","Other","          10","           .","           0"," 158.0847883","           7","          29","38.477504842","No",""
"       11600","       36357","36015.560176","Other","          31","           0","           0","237.81896639","           0","          19","20.181582401","No","Debt Consolidation"
" 6410.536284","       33379","25473.382386","Other","0.3106304781","           0","           0"," 247.1205918","           0","          19","23.661084029","No","Debt Consolidation"
"       11600","55692.650694","20049.293087","ProfExe","           5","           0","           0","150.26333198","           1","          34","43.239187116","No",""
"1617.2886962","       57436","52086.095484","Other","4.0062399576","           0","           0","255.12603024","           0","          27","28.945531785","No","Debt Consolidation"
"490.60474787","      129432","      198705","Office","           0","           0","           0","341.04732919","           0","          16","39.963258508","No","Home Improvement"
" 8709.017224","       73079","      101219","ProfExe","           7","           0","           0","  152.249875","           0","          33","34.249620743","No","Home Improvement"
"       11600","           .","       36474","Other","           .","           .","           1","93.727138031","           0","          10","37.202953562","No","Home Improvement"
" 4508.494369","37288.143264","       58947","Other","20.807765876","           0","           0","122.03036183","           0","          23","40.083144531","No","Home Improvement"
"51.276824088","           .","       67940","Mgr","           3","           3","           4","204.02559324","           1","          38","           .","Yes","Home Improvement"
"       11700","75589.334973","14015.734478","Mgr","3.2959811917","           0","           0","128.36067425","           2","          27","41.952681795","No",""
"       11700","19392.733259","       85090","Other","          18","           0","           0","192.25318228","           0","          16","35.064864675","No","Home Improvement"
"10449.941386","94942.402999","      117927","ProfExe","          14","           0","           0","177.92669579","           1","          17","34.490564131","No",""
"4379.6016982","32331.610837","       68239","Other","0.7701427856","           1","           2","8.0552650769","           3","          15","32.012658582","Yes","Home Improvement"
"       11700","2253.5282341","       72399","Other","          15","           0","           1","125.36336996","           4","          20","           .","Yes","Home Improvement"
"1303.3524958","3623.0005223","       63646","Other","           0","           1","           0","194.76099992","           1","          13","27.610844064","No",""
"9294.2493425","       59932","       80313","Office","          14","           0","           0","238.48646158","           0","          32","44.474917703","No","Home Improvement"
"       11700","21168.916439","6624.9435256","Other","           .","           0","           0","74.998098598","           0","          15"," 39.49702872","No",""
"1098.3788229","           .","       69125","","           .","           .","           .","           .","           .","           .","23.766832127","No","Debt Consolidation"
"       11700","       84863","68392.880647","Other","           0","           4","           0","           .","           0","           4","30.330811492","No",""
"       11700","10717.470817","       82252","Office","          13","           0","           0","233.24887936","           3","          37","40.075275838","No",""
"       11700","       59506","17924.904911","Other","           3","           0","           0","37.566666667","           2","           4","           .","Yes",""
"7705.4276341","       69100","       85000","Mgr","1.6198847103","           3","           0","        80.1","           0","          22","           .","Yes",""
"       11700","       62400","       78000","Office","          20","           0","           0","216.06666667","           2","          24","           .","Yes",""
"11411.899948","       63914","       93707","Other","           7","           3","           0","162.57983695","           2","          51","69.480650392","Yes",""
"       11700","30173.088798","       62116","Mgr","           .","           .","           .","           .","           .","           .","37.010948765","Yes",""
"       11700","       74783","       86227","Mgr","6.4516753808","           0","           0","116.75680052","           0","          23","28.019227084","No",""
"       11700","29435.228605","       76055","Other","1.5696108851","           0","           0","245.29516293","           0","          26","28.439965842","No","Debt Consolidation"
"5193.7834011","13318.958602","       74500","ProfExe","10.351225854","           0","           2","378.82581852","           1","          11","20.090783327","No",""
"       11700","       56441","13932.173601","Other","          17","           0","           0","198.03271759","           0","          16","33.931163419","No","Home Improvement"
"       11700","3429.4503134","      103016","Mgr","0.8654046221","           0","           0","69.805697668","           2","          24","38.448387115","No",""
"       11700","       55119","36228.249225","Mgr","1.1299266057","           0","           0","199.41069924","           2","          16","27.616338511","No",""
"6194.1662223","       56990","56718.225068","Other","           4","           0","           2","177.43269886","           0","          13","30.998694504","No","Home Improvement"
"       11700","20608.824529","93432.929088","Other","          18","           0","           2","198.54334807","           1","          16","38.721259448","No",""
"1398.4499428","538.07130772","      107600","Other","          12","           0","           0","214.86981675","           2","          15","40.287411441","No",""
"8009.3060692","15732.656846","27555.581699","Other","           3","           .","           .","175.65856785","           .","          35","30.253969922","No",""
"       11800","       74512","51082.870667","Office","           4","           5","           0","117.91881998","           .","          16","58.295989944","No","Home Improvement"
"       11800","      118053","      125325","Self"," 3.866261674","           0","           0","181.17206513","           0","          18","33.200397325","Yes",""
"7654.9932664","       52104","       61618","Office","           0","           0","           0","160.74993141","           0","          21","37.129512042","No",""
"6137.1092775","       79131","      102263","ProfExe","1.2279795721","           0","           0","105.25389259","           0","          34","36.070978869","No","Home Improvement"
"       11800","       67678","101229.61183","ProfExe","          13","           0","           7","126.65823161","           0","          36","37.162689687","Yes","Home Improvement"
"2374.0764308","           .","23172.352435","Other","           .","           0","           0","357.33268218","           0","           7","34.327276537","No","Home Improvement"
"       11800","       21813","       30436","Office","2.5070049183","           0","           1","104.01163591","           0","          16","19.408461231","No",""
"8367.9133856","       44944"," 37538.68387","Other","           .","           0","           0","74.156045076","           0","          14"," 42.81224294","No",""
"10952.730684","20230.503655","       65535","Mgr","          11","           0","           0","108.46940045","           1","          18","32.783483568","No",""
"       11800","       65062","704.38616952","Office","9.1043645447","           0","           0","251.14419571","           0","          31","43.372372819","No","Home Improvement"
"       11800","       67336","       82218","Office","          12","           0","           0","255.31353476","           3","          36","40.878428241","No",""
"       11800","83648.100989","      125552","Office","          11","           0","           0","148.17649241","           1","          22","37.884449327","No",""
"4735.0783235","      116742","      137385","ProfExe","          15","           .","           1","170.54003506","           1","          33","30.785003591","Yes",""
"2182.6947873","       38825","       51984","Other","           .","           0","           0","82.527794351","           0","          14"," 40.88273326","Yes",""
"       11800","       32257","       59515","Office","          23","           0","           0","231.59994452","           0","          29","25.701276422","No",""
"       11800","           .","24904.971077","Other","          11","           0","           0"," 305.5667157","           2","          13","32.500059069","Yes","Home Improvement"
"4473.9579073"," 159.9060649","       91614","Office","          26","           0","           0","171.88954687","           2","          13","42.488517052","No","Home Improvement"
"       11800","47491.281787","       69786","Mgr","3.9461082425","           .","           .","126.78778068","           .","          24","41.047754879","No",""
"5072.4354525","       98877","56416.629811","Other","          18","           0","           2","195.86291677","           1","          16","36.871699423","Yes",""
"       11800"," 71854.51191","      140781","ProfExe","5.2178733792","           .","           0","170.70050749","           0","          32","29.942492402","No",""
"       11900","       44600","       63800","Other","           9","           0","           0","       243.5","           0","          18","           .","Yes",""
"       11900","31475.156442","       79000","Mgr","           1","           0","           0","       182.6","           2","          23","           .","Yes","Home Improvement"
"       11900","       44142","       54299","Other","          22","           0","           0","123.47114722","           0","          22","37.154902302","No","Home Improvement"
"       11900","       56443","       86913","Office","          12","           0","           0","119.85940967","           0","          24","38.861656969","No",""
"10696.081857","       85486","      109386","ProfExe","          11","           0","           1","175.54256546","           0","          28","33.670908179","No","Home Improvement"
"4101.5604731","      108763","      128780","Office","           8","           0","           0","60.377932903","           3","          21","49.418114378","No",""
"5418.6192302","       56792","       64130","Mgr","          13","           0","           0","118.61259022","           1","          18","32.665746304","No",""
"       11900","           .","       39433","Other","           .","           .","           1","81.394829612","           0","           9","35.503664257","No","Home Improvement"
"       11900","46246.488774","9251.2835689","Mgr","          20","           0","           0","238.46666667","          11","          24","           .","No",""
"       11900","       85179","      122788","Other","          10","           .","           .","           .","           .","           .","39.430730627","No","Home Improvement"
"3919.8095828","       41009","       68211","Office","10.769747251","           0","           0","234.92961744","           0","          28","28.391039297","No",""
"       11900","       28329","52927.605334","ProfExe","          21","           0","           0","239.45711772","           0","          10","24.534997192","No","Home Improvement"
"3067.0770675","      117550","      144178","ProfExe","8.1722489713","           .","           1"," 170.9458328","           1","          32","29.099981214","No",""
"       11900","       58104","65388.746124","Other","0.0543518919","           0","           0","69.433333333","           1","          19","           .","Yes","Home Improvement"
"       11900","35832.172295","45651.193867","Other","5.1727689007","           0","           0","       123.6","           0","          20","           .","Yes",""
"       11900","       34222","       59948","Office","21.598380993","           0","           0"," 228.0753508","           1","          29","25.728837383","No",""
"       11900","26016.291223","30300.423237","Other","           0","           0","           0"," 240.6943608","           0","          11","40.775677146","No","Home Improvement"
"       11900","1299.4116506"," 23077.19626","ProfExe","4.0501560243","           0","           1","82.639505382","           1","          34"," 36.50598321","No","Home Improvement"
"       11900","       29822","       48574","Office","1.6368581977","           0","           0"," 132.4016914","           0","           4","36.611156973","No",""
"       11900","      201264","8796.1535937","ProfExe","          10","           0","           0","239.74336633","           0","          22","33.776336963","No","Home Improvement"
"       11900","70313.728203","57240.150455","Other","          17","           0","           1","196.56812795","           2","          15"," 37.99899138","No",""
"396.46671614","       89595","73325.913853","Mgr","6.8922803788","           0","           0","250.46824187","           0","          24","30.305388108","No","Home Improvement"
"       11900","       63833","           .","Other","           3","           .","           .","           .","           .","           .","40.932766781","No",""
"       11900","7625.2603246","      104371","Mgr","           1","           0","           0","79.081397224","           1","          23"," 40.02421108","No",""
"       11900","       83877","      208924","Self","          15","           0","           0","12.752046941","           .","           7","18.249721916","No","Home Improvement"
"451.43955464","111022.51503","      143915","ProfExe","          15","           .","           1","185.57266828","           0","          32","28.977738657","No",""
"7852.6065949"," 24607.16629","26198.873402","ProfExe","3.7477953265","           0","           0","92.136821036","           1","          33","37.525751033","No","Home Improvement"
"7879.5134007","       61094"," 45470.00315","Other","          12","           0","           0","250.19983439","           0","          26","29.734874071","No","Debt Consolidation"
"       12000","       84172","90198.623623","Office","2.4065448755","           0","           0","139.01844935","           1","          21","38.582669884","No",""
"       12000","       83560","      126479","Other","           8","           .","           .","           .","           .","           .","38.928315685","No","Home Improvement"
"       12000","38481.045398","       74204","Office","           6","           0","           0","98.591738332","           2","          14","24.490438355","No",""
"       12000","       41182","       59947","Other","20.173062568","           0","           0","118.17993915","           0","          22","37.131064161","No","Home Improvement"
"       12000","       57371","       69076","Mgr","          10","           1","           0","83.251972039","           1","          19","29.632108256","No",""
"       12000","       76799","       83864","Mgr","           8","           0","           0","102.20427433","           0","          22"," 27.17193008","No",""
"1173.7426283","       35028","       55079","Other","          23","           0","           1","108.63396857","           0","          23","40.797457548","No","Home Improvement"
"       12000","       30777","28288.651628","Other","           8","           .","           0","151.69943102","           7","          28","38.177742947","No",""
"       12000","        7804","47402.588066","Other","2.2660280141","           2","           0","347.12332582","           0","          21","16.816307486","No","Home Improvement"
" 8525.208384","24818.249567","       68707","Office","8.6244602523","           0","           0","234.88798047","           1","          29","26.301236902","No",""
"       12000","5012.6468897","       53079","Office","          23","           0","           0","259.55504435","           0","          20","29.397478217","No","Home Improvement"
"11687.135769","46967.574661","       70171","Other","           .","           0","           2"," 206.3192338","           1","          12","29.843136669","Yes","Home Improvement"
"       12000"," 39437.76439","       93757","Office","4.2224104722","           0","           1","91.432675908","           0","           8","24.459383678","No",""
"       12000","30694.371781","      121229","","           2","           0","           0","104.48259122","           0","          25","34.767288887","No",""
" 607.5258798","       79844","       98139","ProfExe","           8","           0","           0","156.95475827","           0","          34","31.700124322","No","Home Improvement"
"       12000","60859.753635","77925.667695","Other","           8","           0","           0"," 91.97034976","           1","          19","50.173065029","Yes","Home Improvement"
"2276.6139294","       35721","15968.509123","Other","          23","           0","           1","  125.928071","           0","          22","38.627024993","No","Home Improvement"
"       12000","       72786","       84595","Office","           4","           2","           2","198.76932508","           3","          30","38.090209026","No",""
"9019.3328527","       42000","       60000","Other","           4","           1","           2","145.53333333","           0","          23","           .","Yes",""
"7190.4950939","       69000","       92900","ProfExe","           2","           0","           0","       115.9","           0","          15","           .","Yes","Home Improvement"
"       12000","       74427","72740.572156","Other","17.027581483","           0","           1","169.73333333","           2","          40","           .","Yes",""
"9141.4025487","           .","           .","Other","           3","           0","           2","213.66666667","           1","          15","           .","Yes","Home Improvement"
"       12000","7590.0400782","       64000","Other","0.2464303431","           0","           0","262.96666667","           0","          21","           .","No",""
"       12000","       96000","117591.48209","ProfExe","          14","           0","           0","       126.8","           5","          22","           .","No","Home Improvement"
"2546.6836218","       46000","27987.048751","Other","           4","           0","           0","       176.5","           0","          14","           .","No",""
"       12000","71145.273211","      101200","Sales","          13","           .","           2","151.13333333","           1","          18","           .","No",""
"       12000","92467.089839","120932.75918","ProfExe","          10","           0","           0","170.43333333","           3","          32","           .","No","Home Improvement"
"       12000","       76187","       93100","Other","         0.5","           0","           0","144.06666667","           0","          23","           .","No",""
"       12000","       73000","       94900","ProfExe","           9","           3","           0","       189.7","           1","          30","           .","No",""
"3357.0646119","      150000","96188.576173","ProfExe","           7","           .","           1","206.66666667","           4","          26","           .","No",""
"       12000","11822.195333","       61250","ProfExe","         7.5","           0","           0","       264.8","           1","          16","           .","No",""
"6777.7350893","           .","26808.331347","","           0","           0","           0","           .","           0","           0","           .","No","Debt Consolidation"
"       12000"," 57609.55975","      112125","Office","           2","           0","           0","143.03333333","           1","          22","           .","No","Home Improvement"
"       12000","4454.1080093","      106000","Other","           6","           0","           0","78.066666667","           2","          14","           .","No",""
"       12000","12584.508324","       67800","ProfExe","          19","           0","           0","       199.9","           0","          16","           .","No",""
"6474.4116545","       53800","       80000","Other","0.2339852687","           0","           0","124.76666667","           4","          11","           .","No",""
"       12000","40624.490846","36069.789621","Mgr","           3","           0","           3","       153.5","           0","          26","           .","No","Home Improvement"
"       12000","       44000","20691.514829","Other","2.7455296568","           0","           0","       172.5","           0","          14","           .","No",""
"       12000","       81000","      105250","ProfExe","3.5340692958","           0","           0","       200.9","           2","          37","           .","No",""
"482.03368507","       36346"," 14341.62708","Other","           .","           0","           0","114.66666667","           2","          19","           .","No",""
"       12000","34300.379901","       99000","Other","          20","           0","           0","         136","           4","          24","           .","No","Home Improvement"
"5967.7252164","       64000","       80000","Other","0.9050619737","           0","           0","239.53333333","           3","          26","           .","No",""
"8990.0568933","           .","       87000","Other","          13","           .","           .","           .","           .","           .","           .","Yes",""
"       12000","       85039","      111100","ProfExe","         0.2","           1","           2","144.06666667","           1","          34","           .","Yes",""
"5394.9206608","       87000","      113850","Office","          11","           0","           0","216.13333333","           0","          12","           .","Yes",""
" 3856.784895","           .","           .","Other","          19","           0","           8","195.83333333","           0","          13","           .","Yes","Home Improvement"
"       12000","26512.646147","81497.345191","Other","3.5448008839","           2","           0","99.366666667","           0","          21","           .","Yes","Home Improvement"
"       12000","16221.024778","34234.063118","Other","         0.1","           0","           0","       247.5","           1","          10","           .","Yes",""
"       12000","75382.571539","      132800","Mgr"," 6.780021124","           0","           0","95.733333333","           0","          25","           .","Yes",""
"6463.1248743","27367.235218","       72000","Other","           8","           .","           .","       105.5","           2","          22","           .","Yes",""
"       12000","      118000","      139350","ProfExe","           2","           0","           0","153.16666667","           2","          17","           .","Yes","Home Improvement"
"       12000","75176.434979","           .","Other","        12.9","           0","           1","          71","           0","          12","           .","Yes","Debt Consolidation"
"       12000","45927.582762","       80000","Office"," 9.131532474","           .","           4","       123.1","           3","          25","           .","Yes",""
"       12000","       59099","       82000","Other","          10","           0","           2","219.13333333","           0","          33","           .","Yes",""
"       12000","       15231","    42845.01","Office","3.3610593569","           0","           1","65.966666667","           2","          18","           .","Yes",""
"       12000","33761.031401","       89800","ProfExe","2.4281716767","           0","           5","220.13333333","           1","          16","           .","Yes","Home Improvement"
"11707.826765","35996.031653","       91000","Other","6.1136501539","           1","           0","         137","           0","           3","           .","Yes","Home Improvement"
"       12000","32999.329212","10239.048727","Other","           5","           0","           1","113.63333333","           1","          18","           .","Yes",""
"       12000","39615.308969","       97936","Mgr","           5","           0","           0","147.91420273","           2","          27","41.225763159","No",""
"       12000","       54257","47583.059874","Other","6.6714278863","           1","           1","188.33742177","           2","          31","38.942759641","Yes","Debt Consolidation"
"       12000","       36072","       62960","ProfExe"," 1.478326746","           0","           0"," 288.5298732","           0","          16","22.423002459","No",""
"621.58818199","       97650","51234.269849","ProfExe","          11","           0","           0","199.82804201","           1","          17","34.387943973","No",""
"4877.0305239","           .","42409.574913","Other","           .","           0","           0","356.93333041","           0","           7","37.934443412","No","Home Improvement"
"       12000","       88210"," 61424.02184","ProfExe","           8","           0","           0","203.46897898","           1","          36","41.572971522","No",""
"       12000","28385.176556","      100654","ProfExe","           0","           0","           0","79.677885378","           1","          20","33.773303262","No","Home Improvement"
"       12000","43343.795838","       75959","Office","          14","           1","           0","253.61692796","           1","          31"," 43.15970058","No","Home Improvement"
"       12000","           .","22450.354745","Other","           .","           1","           0","121.37953588","           0","           4"," 39.69469137","Yes",""
"3965.9088421","       48189","       53969","Other","3.4394426241","           0","           0","276.38174269","           0","          18","65.495243152","Yes",""
"       12000","       98428","49595.828557","Other","5.7426466447","           0","           1","188.14820819","           2","          15","36.737721285","No",""
