"LOAN","MORTDUE","VALUE","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","Default","Loan_Reason"
"        7500","       88056","      104794","ProfExe","15.210546898","           0","           0","56.750113136","           2","          14","30.538906969","No",""
"        7500","45.604116196","23561.491551","Other","           5","           0","           0"," 286.9228238","           0","          11"," 23.06292573","No",""
"4911.4342418","38414.957817","       72000","Office","           5","           0","           3","295.86666667","           0","          19","           .","Yes","Home Improvement"
"6129.4667975","           .","           .","Other","11.772176344","           .","           .","       158.9","           1","          21","           .","Yes","Home Improvement"
"        7500","       35945","       49750","Other","  1.01876983","           0","           0","122.06666667","           0","          23","           .","Yes","Home Improvement"
"        7500","       18400","       29375","Other","4.7878044018","           1","           0","       147.1","           0","           9","           .","Yes",""
"        7500"," 44555.22848","33414.522578","Other","           5","           0","           0","       136.1","           0","           8","           .","No","Home Improvement"
"        7500","28563.966568","       50125","Other","0.0575475255","           0","           0","146.93333333","           0","          18","           .","Yes",""
"4987.9770377","       57800","3818.2286064","Mgr","2.4308184788","           0","           1","124.13333333","           1","          18","           .","Yes",""
"2763.9768041","           .","       40150","Other","1.0984909749","           0","           0","           .","           1","           0","           .","Yes","Home Improvement"
"2362.2960061","       80440","31009.015673","Mgr","6.7851148577","           0","           1","       201.5","           0","          24","           .","Yes","Home Improvement"
"        7500","  29738.3415","       87830","Other","           5","           0","           0","153.26666667","           2","          16","           .","Yes","Home Improvement"
"3464.7775411","      126000","133753.30024","ProfExe","10.617398989","           0","           2","75.666666667","           1","          13","           .","Yes","Home Improvement"
"1785.4279381","13839.945983","35652.744926","","9.0978969955","           1","           0","       115.6","           1","          26","           .","No",""
"        7500","           .","       26850","Office","          20","           0","           0","185.63333333","           1","          16","           .","No","Home Improvement"
"        7500","6823.7209752","22885.334227","Other","2.1318044207","           0","           0","178.33466667","           0","          29","           .","No","Home Improvement"
"4757.6835564","           .","36054.969289","Mgr","2.1029986153","           0","           3","       177.5","           0","          22","           .","Yes","Home Improvement"
"        7500","5826.6723632","       42000","Self","0.3899671442","           0","           0","        47.7","           1","          15","           .","Yes",""
"        7500","26684.249507","91508.418112","Office","         5.5","           1","           4","       344.9","           1","          30","           .","Yes","Home Improvement"
"        7500","       42721","34487.542547","Other","12.534661427","           1","           3","126.76666667","           2","          23","           .","Yes",""
"1875.2770158","           .","           .","Other","17.662939391","           .","           .","157.32842275","           0","          20","           .","Yes","Home Improvement"
"        7500","       12115","32865.218414","Office","          13","           3","           6","234.90075082","           0","          24","24.662276673","Yes","Home Improvement"
"        7500","27460.051279","       83368","ProfExe","7.9432234973","           0","           0","227.29208976","           0","          17","24.091770363","No",""
"        7500","       60192","56040.629455","ProfExe","           8","           0","           0","60.503625209","           2","          24","39.280512379","No",""
"7068.2058214","       57213","10567.852965","Office","          28","           0","           0","243.15711917","           1","          16","23.992353351","No","Home Improvement"
"570.74562207","       50000","       80000","Other","7.1386028124","           .","           5","299.56666667","           2","          18","           .","Yes","Home Improvement"
"2015.3613236","      133475","      203936","ProfExe","           1","           0","           0","87.452870081","           2","          23","37.005967843","No",""
"939.44948508","       77518","75543.432515",""," 0.031548854","           .","           .","           .","           .","           .","22.655140286","No",""
"        7600","       48829","       62357","Office","           3","           0","           1","92.941357816","           2","          12","35.672273609","Yes",""
"        7600","       58622","58412.697978","Other"," 12.36608026","           0","           0","249.63376067","           2","          36","34.882066439","No","Home Improvement"
"        7600","           .","       28593","Office","17.849081037","           0","           0","180.16893732","           0","          16","35.583403169","Yes","Home Improvement"
"        7600","42615.994486","       58588","","2.1602711604","           .","           1","64.660106948","           .","          16","35.051896774","No",""
"1707.3296154","       80900","91111.991243","ProfExe","0.2102841838","           0","           0","135.64019635","           0","          26","34.777089425","No",""
" 834.0899978","           .","       40341","Other","2.0255653975","           0","           0","265.02047536","           1","          25","43.300105312","No","Home Improvement"
"976.99377331","8495.7955644"," 19570.13627","","           .","           .","           .","           .","           .","           .","34.880462318","No","Debt Consolidation"
"6457.2736678","       32243","       36369","ProfExe","7.8390842694","           0","           0","180.41578673","           0","          13"," 21.72081838","No","Home Improvement"
"3511.8228853"," 30881.33578","       86018","Other","          16","           0","           0","187.19401123","           0","          28","24.217658483","No","Home Improvement"
"6942.3586056","       56622","       70136","Mgr","           7","           .","           4"," 120.7645092","           1","          11","38.132345766","No",""
"        7700","       35100","       45000","Office","3.9674802935","           0","           0","206.96666667","           1","          23","           .","No",""
"368.65568756","           .","       67350","","           .","           .","           .","           .","           .","           .","           .","No","Debt Consolidation"
"2353.2355833","16139.430308","       81862","Sales","           3","           0","           0","141.26867109","           0","          31"," 31.68194302","Yes",""
"3884.9498526","13229.337191","22212.682499","Other","           0","           0","           0","17.460749903","          10","           6","30.233504742","No",""
"        7700","       14589","       33100","Other","           3","           0","           7","122.06666667","           0","          22","           .","Yes",""
"        7700","75815.413295","       83643","Other","11.138697718","           0","           0","353.19562851","           0","          47","28.544528867","Yes","Home Improvement"
"272.57564313","           .","51665.119552","Office","0.1606090624","           0","           0","56.609906288","           0","           3","40.499820445","Yes","Home Improvement"
"1793.2494375","       51045","       91068","Other","12.262599679","           0","           0","179.24093557","           0","          28"," 27.23109397","No","Home Improvement"
"6081.5416259","30970.883945","       57500","Other","          11","           0","           0","95.366666667","           0","          23","           .","No",""
"        7800","           .","6601.2540338","Other","           0","           0","           0","44.629591574","           2","           7","21.271785371","Yes","Home Improvement"
"3764.4552406","       58399","42193.147988","Other","0.5296826658","           0","           1","106.63134156","           2","          18"," 37.02476444","No",""
"        7800","25616.190189"," 20533.66807","Office","3.9160199407","           .","           ."," 193.0814529","           .","          18","26.495879292","Yes","Home Improvement"
"        7800","20012.016418","       66688","Other","1.6736660091","           0","           2","114.51215796","           3","          18","37.929273869","No",""
"5588.7368661","       64503","       85608","Other","11.221991686","           0","           0"," 235.4853772","           0","          35","34.423248847","No","Home Improvement"
" 3627.877806","       69662","       80498","Other","           4","           0","           0","100.42833098","           0","          14","42.807341953","No","Home Improvement"
"        7800","13089.949347","32927.417293","Other","          12","           0","           0","105.08759384","           0","          22"," 36.70541274","No",""
"        7800","29379.033223","       59000","Other","16.129053051","           0","           0","274.96666667","           3","          29","           .","No",""
"5802.3864897","45375.446053","       62800","Other","3.6304519259","           0","           0","123.03333333","           0","          34","           .","No","Home Improvement"
"18.803344396","2413.3735988","33356.887131","Other","          11","           0","           0"," 231.0011955","           0","          32","35.906115846","No",""
"        7800","       55394","53837.961606","Other","22.302787664","           0","           0","262.01435765","           2","          29","38.983938486","No",""
"3959.3810023","           .","25880.825882","Other","1.2296297286","           0","           0","295.11342067","           0","          13","23.245673006","No",""
"        7800","107235.14409","      123500","Self","5.9330337625","           0","           1","174.46666667","           0","          19","           .","No",""
" 452.4356005","9228.2976006","69499.957929","ProfExe","2.1751966845","           0","           0","220.80244426","           2","          24","31.827626823","No","Home Improvement"
"        7900","       67222","74111.334028","Other","           4","           0","           0","95.676872691","           0","          23"," 36.97971203","Yes","Home Improvement"
"        7900","11747.459751","       57285","","5.1618215061","           1","           0","110.07185689","           1","          25","25.409016713","No",""
"4489.6008035","33533.387801","26949.247389","Office","8.7795625947","           0","           0","185.62159231","           0","          22","32.285724089","No",""
"        7900","72511.640194","49971.596669","Mgr","          10","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"3035.8249312","26276.335638","3005.2028954","Other","3.3732247759","           0","           0","87.603462439","           0","          11","31.850563903","No",""
"319.76965532","           .","       31602","Office","9.2195573585","           0","           0"," 192.1211081","           0","          15","35.586051528","No","Home Improvement"
"2706.7540559","           .","       67081","Office","           1","           0","           0","59.081541425","           0","           4","41.077878217","No","Home Improvement"
"380.48174087","           .","29572.803136","Office","           0","           0","           0","55.873860215","           0","           4","38.375091295","No","Home Improvement"
"2905.8011537","5133.5748817","28022.654014","ProfExe","           4","           0","           0","116.30949336","           0","          25","35.429796579","No",""
"        7900","           .","23756.250796","Office","          19","           0","           0","184.39002923","           0","          15","37.836714873","No","Home Improvement"
"7083.6920187","       42400","       53000","Other","           2","           0","           1","95.366666667","           0","          20","           .","No",""
"3719.3644059","31342.012313","       70020","Other","          12","           2","           0","80.778941503","          10","           8","44.858977324","Yes",""
" 501.4323167","           .","22788.759055","Other","           .","           .","           .","285.11101511","           .","          12","29.413549764","No","Home Improvement"
"        7900","33649.594354","      122952","Office","5.9864930888","           0","           0","332.64504738","           1","          37","35.311552628","No","Home Improvement"
" 2384.957648","           .","       75462","","           .","           .","           .","           .","           .","           .","23.345021675","No","Debt Consolidation"
"1959.0232025","337.74737435","53233.310939","Office","           8","           0","           0","203.54460997","           1","          22","31.491686795","Yes",""
"        8000","       53000","61721.559956","Other","6.0879282332","           0","           0","132.56666667","           0","          17","           .","No","Home Improvement"
"        8000","       49232","28021.970272","Other","7.4536658807","           0","           0","258.19457767","           3","          29","41.246612634","No",""
"5897.0246827","45074.095538"," 39677.11538","","           7","           .","           1","84.691134882","           .","          16","36.503160752","No",""
"820.58243864","4307.5242226","       87624","ProfExe","8.8050769189","           0","           0"," 203.9971364","           0","          17","23.562565007","No",""
"5622.5711208","3738.6801951","97461.715065","ProfExe","13.662948183","           0","           0"," 52.59326412","           2","          13","32.160922592","Yes",""
"3061.0948145","53382.408991","       81272","Sales","3.6001492998","           0","           0","119.06692204","           0","          31","33.361586301","No",""
"        8000","      177683","70029.616587","Sales","           .","           0","           0","138.51160087","           0","          22","39.735448824","No",""
"4175.7888031","66946.835393","       96517","ProfExe","0.5601993359","           .","           .","           .","           .","           .","27.336157387","No",""
"820.70556694","21970.547805","       81020","Other","           2","           0","           3"," 129.3624659","           0","          15","47.000975215","Yes","Home Improvement"
"4392.0722363","8130.0010812","22966.558246","Office","           2","           0","           0","       103.4","           1","          20","           .","Yes",""
"5170.1101759","35747.170371","       63000","Other","           5","           0","           0","53.666666667","           2","          18","           .","Yes",""
"        8000","       61000","22690.431524","Other","           4","           2","           1","139.86666667","           0","           9","           .","Yes","Home Improvement"
"        8000","18405.766062","       73750","Mgr","17.200235447","           0","           4","221.43333333","           1","          20","           .","Yes",""
"2547.6605681","       33000","16252.802975","Other","           2","           0","           0","           .","           0","           0","           .","Yes","Home Improvement"
"1607.2947986","14939.330039","       48000","Other","           3","           0","           0","103.73333333","           0","          13","           .","No",""
"        8000","22715.823038","45321.981426","Other","           9","           0","           0","82.633333333","           0","          20","           .","Yes","Home Improvement"
"5354.1621404","29224.091547"," 11136.34844","Other","         9.9","           0","           0","        92.3","           3","          34","           .","No","Home Improvement"
" 4967.531106","41130.815277","       86900","Office","          15","           0","           1","89.266666667","           0","           9","           .","No",""
"1664.7087232","51990.343208","21432.222596","Mgr","1.7092361793","           0","           0","       107.5","           0","          23","           .","Yes",""
"        8000","           .","       34226","Other","           .","           .","           1","75.366666667","           1","          10","           .","No","Home Improvement"
"        8000","7085.6004673"," 32477.37173","Other","0.0838557398","           4","           0","           .","           0","           4","           .","No",""
"3690.5508357","       38758","41284.203324","Mgr","13.861829062","           1","           1","       229.3","           1","          18","           .","No","Home Improvement"
"6958.9046235","       79200","97238.679124","Other","           8","           .","           .","           .","           .","           .","           .","No","Home Improvement"
"1596.9055563","16536.468453","10868.028425","","0.8644951822","           0","           0","         208","           0","          16","           .","No",""
"        8000","       41000","29541.956252","Mgr","0.9887104393","           0","           0","       189.7","           1","          22","           .","No",""
"        8000","       76600"," 15039.38163","Mgr","           2","           0","           0","73.033333333","           2","          24","           .","Yes",""
"        8000","       65000","       93600","Other","0.2741574348","           .","           .","140.06666667","           4","          16","           .","No",""
"        8000","47108.918115","       60000","Mgr","5.7507468633","           0","           0","107.53333333","           1","          19","           .","No",""
"2297.1793387","       37871","           .","ProfExe","          15","           6","           2","179.63333333","           0","          30","           .","Yes","Home Improvement"
"1668.6838352","2556.5704671","           .","Other","0.2717582813","           3","           2","102.43333333","           6","          15","           .","Yes",""
" 5238.577495","36464.531929","           .","Other","8.1646550452","           1","           1","       132.9","           1","          26","           .","Yes",""
"3986.1071613","1426.7214983","6901.7888389","Other","           0","           1","           1","33.433333333","           9","           3","           .","Yes",""
"        8000","       86804","93658.370651","Other","4.8036437597","           1","           3","145.16666667","           1","          20","           .","No",""
"5908.7869217","1453.4730899","58741.653131","Other","           .","           0","           0","168.23333333","           3","          30","           .","Yes",""
"        8000","       32100","       36739","Other","3.1785307616","           0","           0","79.458845053","           2","           8","31.276715679","Yes","Home Improvement"
"3558.7168352","24502.051216","15830.682371","Office","           2","           0","           0","99.993789825","           3","          12","38.873711304","No",""
"        8000","89369.006148","      113947","Other","5.0001645447","           0","           3","151.81738872","           0","          19","26.457524449","Yes",""
"        8000","  56122.6917","104953.22218","Office","          28","           0","           0","330.17485564","           1","          37","35.362686394","No","Home Improvement"
"2756.9740204","       57361","34280.255565","Mgr","1.7698131137","           0","           1","130.76703495","           0","          22","29.381985445","No","Home Improvement"
"7464.5960515","       80817","       89515","Other","           0","           3","           0","           .","           0","           4","29.638901419","No",""
"3180.1237665","           .","       49000","Other","          11","           1","           0","       310.4","           2","          13","           .","No","Home Improvement"
"        8000","30750.156711","62860.658268","Other","4.2449728908","           .","           .","           .","           .","           .","40.032649334","No","Home Improvement"
"        8000","1417.0895378","23844.612333","ProfExe","0.6048191584","           0","           0","223.20298954","           2","          24","30.913395837","No","Home Improvement"
"5305.0188074","           .","       68572","Office","           1","           0","           0","53.935137714","           0","           4","37.703911499","No","Home Improvement"
"        8100","       43553","74110.884504",""," 0.184788203","           0","           0","207.94046872","           4","          30","31.329651718","No",""
"        8100"," 3879.918156","164045.47001","Self","          14","           0","           0","         9.1","           .","           8","           .","No","Home Improvement"
"        8100","16710.359161","14310.284635","Other","           5","           0","           0","75.635047684","           0","          18","24.545192137","No","Home Improvement"
"4882.3302078","       84822","  120628.657","Office","          31","           0","           0"," 340.7444307","           2","          38","36.205114552","Yes","Home Improvement"
"        8100","14535.285004","       74705","Other","           0","           0","           0","66.294570391","           8","          21","26.046469422","No",""
" 2108.012839","39442.815954","91244.461977","Mgr","15.515820063","           0","           0","296.74709479","           1","          23","38.820940293","No",""
"1958.1680535","3007.5505846","14287.744569","ProfExe","           3","           0","           0","118.46850599","           0","          25","32.716777591","No",""
"        8100","       46380","       58745","Other","6.4954248958","           0","           0","78.360087635","           0","          18","22.375341167","No","Home Improvement"
"        8100","       66546","80746.416265","","1.2979306869","           0","           0"," 225.6909893","           0","          15","30.398005095","No",""
" 5430.857819","       54841","2565.7962428","Office","5.5237964874","           0","           0","89.233333333","           2","          15","           .","No",""
"        8100","       66691","75092.159522","","           4","           0","           0","184.19341758","           0","          15","32.396509487","Yes",""
"        8100","3942.6175439","11071.099845","Other","           0","           0","           1","82.335287775","           1","          12","20.342467722","Yes",""
"        8100","3371.1462852","       32981","","           .","           .","           .","           .","           .","           .","31.742249284","No","Debt Consolidation"
"        8100","36353.853628","       82113","Sales","2.7967528122","           0","           0","121.41114886","           0","          30","35.073918357","No",""
"        8100","1252.2820945","18536.234966","ProfExe","          12","           0","           0","188.41982641","           0","          13","24.865567185","Yes","Home Improvement"
"        8100","           .","       56386","Other","7.1853473001","           1","           0","294.60276683","           2","          12","32.385956174","Yes","Home Improvement"
"        8100","       28523","10360.540498","Other","2.7320482432","           0","           0","130.64393328","           0","          16","37.393526416","Yes",""
"        8100","       28187","11037.009553","Other","           0","           1","           0","27.048834712","          10","           7","29.287956831","No",""
"5961.0698611","24313.510063","4952.3331483","Office","           5","           0","           0","99.598169948","           2","          11","38.910150834","No",""
"1431.5657939","6630.7647957","       37286","Other","           3","           0","           0","268.25460165","           0","          12","22.232952814","Yes",""
"8036.3353031","12226.260225","17775.518302","Office","9.6447978493","           .","           .","161.66158225","           .","          18","24.200111438","No","Home Improvement"
"3034.3422399","           .","26372.084885","Other","          10","           0","           0"," 296.9016386","           1","          13","33.632136517","Yes","Home Improvement"
"5072.0963344"," 6008.539842","26974.915461","Other","           9","           .","           .","419.27296549","           1","          49","40.558271494","No","Home Improvement"
"6544.3720953","       62603","       86782","ProfExe","9.1037262041","           0","           0","219.56581251","           0","          18"," 24.63662135","No",""
"505.09301271","      117314","76218.474786","Self","           4","           0","           1","176.33454149","           0","          19"," 34.55205243","No",""
"        8200"," 53395.75215","25744.182238","Other","8.2287721956","           0","           0","235.36324945","           0","          36","35.636720346","No","Home Improvement"
"490.00132759","           .","       49362","","           .","           .","           .","           .","           .","           .","11.769692151","No","Debt Consolidation"
"        8200","      171456","      246758","Sales","           .","           0","           0","138.15481817","           0","          21","40.337860758","Yes",""
"        8200","       72986","39976.684905","Office","11.116471175","           0","           1","86.545727017","           0","           9","24.697430423","No",""
"        8200"," 165053.1265","168499.56802","Sales","           .","           0","           0","114.98197436","           0","          21","41.098025151","No",""
"7129.2259794","5125.3979035","53604.463909","Other","          16","           0","           3","220.81329019","           0","          37","24.380092654","No",""
"        8200","       58536","65249.540584","Other","           1","           0","           2","118.39735837","           2","          17"," 34.71164955","No",""
"        8200","36527.118362","57339.298372","ProfExe","           8","           0","           0","49.146922298","           1","          23","40.792589704","Yes",""
"        8200","       47700","12389.374428","Other","0.0955812212","           0","           0","           .","           0","           0","           .","Yes",""
"1997.1305919","       76268","61188.615657","Other","          23","           0","           0"," 341.8553472","           1","          46","29.869576644","No","Home Improvement"
"        8200","           .","37908.360804","Other","           .","           .","           .","302.53018223","           .","          10","30.445375631","No","Home Improvement"
"        8200","      120837","91292.004243","Other","2.8101911521","           0","           0","196.72416054","           0","          20","34.745743152","No",""
"        8200","       61821","6137.0898924","Other","           5","           0","           0","123.28602489","           0","          34","35.875343986","No","Home Improvement"
"6575.4741208","40237.675351","54007.776324","ProfExe","           7","           0","           0","60.384862517","           1","          24"," 39.72610514","No",""
"        8200","           .","5491.7013524","Other","5.9318643696","           0","           0","305.88808215","           2","          12","33.718613864","No","Home Improvement"
"        8200","5848.4127396","       80145","Other","0.8559866412","           0","           0","104.39650664","           0","           7","36.912310875","No","Home Improvement"
"        8200","50994.406069","       94854","ProfExe","  6.12350595","           0","           0","108.47902378","           3","          19","41.270682597","Yes","Home Improvement"
"        8200","       80989","45105.082751","Mgr","           1","           0","           0","81.354795297","           1","          24","  38.4757705","No",""
" 2121.688666","68960.594316","      200275","ProfExe","           0","           0","           0","69.617174882","           1","          23","37.805432649","No",""
"2590.9287643","45353.648639","29648.312291","ProfExe","           0","           .","           .","           .","           .","           .","27.276364919","Yes",""
"        8200","       48515"," 16921.55815","Other"," 13.39910996","           0","           4","214.14450966","           0","          36","27.459144234","Yes",""
"        8200","70784.332008","103344.12096","Other","0.5182858894","           .","           .","           .","           .","           .","41.985557292","No","Home Improvement"
"  6604.02119","           .","       33540","Office","          21","           0","           0","178.68792754","           0","          15","36.601698856","No","Home Improvement"
"5403.2872646","5658.2270442","       34254","Other","0.6560669619","           0","           0","267.91864156","           0","          11","21.929990488","Yes",""
"        8300","37095.294667","33750.161532","Other","1.4401012219","           2","           2","       214.1","           2","          12","           .","Yes",""
"        8300","25352.596848","43455.654004","","12.789942175","           0","           0","156.59370755","           0","          11","33.337118756","No",""
"4507.5994921","       61213","       65798","Other","5.4562233945","           0","           0","86.296515758","           2","          20","41.426872232","No","Home Improvement"
"2219.5745214","6531.9009228","       50448","Mgr","          20","           0","           1","230.84886345","           1","          18"," 35.88829101","No","Home Improvement"
"5955.3449716","4622.9773479","       66143","Office","12.282912852","           0","           0","320.23488221","           1","          12","40.015070568","No","Home Improvement"
"2295.4278502","       51783","       57839","Other","1.2204828166","           0","           0","96.176673144","           0","          20","36.210351332","No",""
"214.16689996","       47000","       78320","Other","          18","           0","           0","195.83333333","           1","          17","           .","No","Home Improvement"
"2797.0932902","       59761","       75081","","4.8761963467","           0","           0","147.94164245","           1","          11","31.959227235","No",""
" 8150.427566","           .","38504.240412","Other","           6","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"7281.2518888","           .","2117.6897468","Other","           .","           .","           .","302.85663286","           .","          12","30.104071436","No","Home Improvement"
"        8300","77791.729476","14457.020138","Sales","           .","           0","           0"," 130.7309108","           0","          22","42.358059882","No",""
" 3581.577341","       67715","65005.002355","ProfExe","13.749189586","           0","           0","221.47492481","           0","          17","25.194297211","No",""
"        8300","39193.663632","       63424","Other","           2","           0","           .","97.900836205","           .","          12","36.587869801","No","Home Improvement"
"5160.2525085","2360.4198647","11600.528046","Other","2.6173229751","           0","           0","90.653070126","           0","          12","31.360821946","No",""
"        8300","63417.474907","      115215","Office","8.2998041852","           0","           0","130.25632943","           0","          12"," 36.50599948","Yes","Home Improvement"
" 8278.668366","18373.821342","       76502","ProfExe","           9","           0","           0","58.560174005","           3","          24","38.974293529","No",""
"8104.8764636","       35343","       51986","Other","4.0322076688","           0","           0","242.81896695","           1","          31","37.966606016","No",""
"        8300","  43024.0541","       89301","Other","          18","           0","           0","173.19132242","           0","          28","26.266815752","No","Home Improvement"
"3180.2586177","       71922","      117151","Office","           2","           0","           0","246.93475819","           1","          37","18.156826624","No",""
"3416.2275362","885.20418894","       63775","Other","           0","           0","           0","200.86666667","           0","          14","           .","No","Home Improvement"
"6094.8909883","32782.591192","       95329","Mgr","          18","           0","           1","294.16422462","           0","          24","38.641804544","No",""
"2330.8887317","       39677","38475.238855","Office","          10","           0","           0","203.24296532","           1","          23","31.217709755","Yes",""
"        8400","       53841","       64284","Other","          15","           0","           3","206.35456436","           0","          36","26.054853712","No",""
" 2955.807088","32579.592614","52827.536087","Office","7.3239659459","           .","           .","176.99611174","           .","          19","24.298636083","No","Home Improvement"
"7655.2610582","18871.054291","71883.720463","Other","22.998981899","           0","           0","350.56813617","           1","          47"," 28.91075714","No","Home Improvement"
"7973.0904002","       82972","      121796","Other","           7","           .","           .","           .","           .","           .","41.445623568","No","Home Improvement"
"        8400","       17479","       66894","Office","          23","           0","           0","326.34280468","           1","          13","40.588576066","Yes","Home Improvement"
"        8400","30604.535164","       76718","Mgr","2.1854209659","           0","           2","131.47138261","           0","          22","29.200400339","No","Home Improvement"
"        8400","       43589","       49950","Office"," 6.682561138","           0","           0","202.70454037","           0","          23","33.592318942","Yes",""
"6177.8574715","43518.351446","       77481","Office","           6","           0","           0","98.672705089","           2","          15","26.308380329","No",""
"3966.2937274","18406.283366","38650.815509","Office","1.6101140676","           .","           .","190.01750256","           .","          19","25.768965033","No","Home Improvement"
"5278.8229669","22205.111359","       91532","Mgr","          19","           0","           1","311.75718243","           1","          24","40.912736994","No",""
"        8400","19549.305047","23398.570861","ProfExe","           0","           .","           .","           .","           .","           .","29.473761481","No",""
"        8400","16953.559094","45858.379932","Mgr","3.0050652041","           0","           1"," 123.7385166","           0","          23","26.932707601","No","Home Improvement"
"        8400","       31800","45169.003128","Self","           .","           0","           2","187.26666667","           1","          21","           .","Yes",""
"        8400","33477.101127","13376.406326","Office","0.1151902052","           0","           0","169.43333333","           1","          21","           .","Yes",""
"4692.3183711","       44800","       56000","Other","           0","           1","           5","       314.5","           4","          42","           .","Yes",""
"        8400","       30146","       39326","ProfExe","          11","           0","           0","183.09274953","           0","          12","23.097201883","No","Home Improvement"
"910.18272923","320.86280984","42696.766994","Other","           8","           .","           .","           .","           .","           .","39.658320047","No","Home Improvement"
"        8400","           .","       39106","Other","           .","           .","           1","80.075339194","           0","          10","35.683502202","No","Home Improvement"
"3167.4268974","15430.086272","48671.236647","Office","           8","           0","           0","210.58001479","           1","          22","32.571867291","No",""
"        8400","       57103","41419.648929","Other","           0","           0","           0"," 56.30976479","           8","          21","23.521188257","No",""
"        8400","63433.190949","81410.320247","Mgr","           9","           0","           0","118.63539467","           0","          22"," 27.09304112","No",""
" 451.5978005","       77916","       93589","ProfExe","           0","           .","           .","           .","           .","           .","27.873870625","No",""
"        8400","       48032"," 29752.17593","Office","3.1035652655","           1","           4","326.67959049","           0","          30","38.191681736","Yes","Home Improvement"
"4109.3642936","       57694","       70782","Other","2.1698058239","           0","           0","125.71032467","           0","          34","37.622785545","Yes","Home Improvement"
"4822.8642952","       85136","91526.052016","Other","7.8160914894","           .","           .","           .","           .","           .","40.715178041","No","Home Improvement"
"        8400","38494.995361","97301.788075","Other","           9","           .","           .","420.09816444","           1","          49","39.633190088","No","Home Improvement"
"525.20656163"," 26176.85276","       49000","Mgr","1.3738044849","           0","           3","        41.3","           2","          18","           .","Yes","Home Improvement"
"        8400","       37256","       45956","Other","           1","           0","           0","   214.44323","           1","           6"," 31.24524851","Yes",""
"        8500","11419.990608","175041.22294","Self","4.8589895418","           0","           0"," 13.68276401","           .","           8","21.297339233","No","Home Improvement"
"        8500","           .","30215.025584","Other","           .","           .","           1","76.010752573","           0","           9","37.659668201","No","Home Improvement"
"        8500","       73752","4421.0014593","Mgr","8.3616396284","           1","           1","291.62037844","           0","          24","39.003140628","Yes",""
"        8500","       41210","28547.560958","Office","8.8438009251","           0","           0","209.49409472","           1","          22"," 29.96408198","Yes",""
"6875.2870401","           .","3386.8493058","Office","9.5108448498","           0","           0","169.94538773","           1","          15","35.312710478","No","Home Improvement"
"        8500","366.75091846","       42770","Office","        0.25","           0","           0","89.266666667","           0","          10","           .","Yes",""
"3505.3230501","20539.494215","       62533","Other","           4","           0","           1","313.46666667","           0","          10","           .","No",""
"1933.8764513","42978.065359","32499.279197","ProfExe","14.948179701","           0","           0","229.26666667","           4","          32","           .","No",""
"2146.8189092","       48961","54988.889263","Other","3.4796757467","           6","           1","       145.1","           4","          11","           .","Yes","Home Improvement"
"3273.8042123","       18240","  19510.9112","Other","           1","           0","           1","       306.4","           0","          12","           .","Yes","Home Improvement"
" 6714.211522","       64665","40322.718665","Other"," 1.554671577","           0","           0","70.934880772","           3","          20","40.309041225","No","Home Improvement"
"        8500","40251.741072","       57276","Office","           0","           0","           0","171.21281473","           0","          21","35.158702571","No",""
"        8500","       61607","4683.9079683","Other","          16","           0","           0","222.21119026","           1","          35","34.729698093","No","Home Improvement"
"        8500","48208.267053","20973.445723","Other","          22","           0","           0","264.40802314","           3","          29","37.976757922","No",""
"2214.2150655","       50569","       60940","Mgr","           6","           0","           0","189.94689772","           0","          22","29.202476735","No",""
"7012.0539523","           .","       27873","Office","17.455618445","           0","           0","190.06187015","           0","          15","38.375406098","No","Home Improvement"
" 749.6129385","       78346","       82226","Other","          22","           0","           0","320.34954262","           1","          47","30.199399523","No","Home Improvement"
"        8500","16759.609565","       78979","Other","1.2348748069","           0","           0","202.95427654","           1","          16","34.828647504","No","Home Improvement"
"7358.3157872","33799.359627"," 11664.60113","Mgr","          13","           0","           0","116.86344909","           0","          18"," 30.05290208","No",""
"        8500","       77954","67967.344971","Other","20.601133709","           0","           0"," 350.7763043","           1","          46","28.584515556","Yes","Home Improvement"
"7266.4035008","9081.7075651","20070.960316","ProfExe","2.8229490569","           0","           0","122.13333333","           0","          22","           .","Yes",""
"4553.2615551","10089.906803","       62956","Office","          20","           0","           0","315.70739138","           1","          13","41.077590657","Yes","Home Improvement"
"8305.3530894","        6424","915.54237985","","           .","           .","           .","           .","           .","           .","33.904464501","No","Debt Consolidation"
" 923.0592311","19816.545638","       75044","Mgr","1.0665621921","           0","           2","123.36535633","           0","          22","28.111813831","No","Home Improvement"
"2967.5229851","       79484","84493.544226","Other","           1","           0","           0","123.61880309","           1","          10","35.759083852","No",""
"        8500","44941.615108","3588.5185139","Mgr","          10","           0","           0","114.55258227","           0","          23","30.082488981","No",""
"        8600","9065.5770439","       54073","Other","3.2044446865","           0","           0","89.555852767","           0","          11","32.530256646","No",""
" 3968.696093","           .","       54905","Other","1.9135822961","           0","           0","308.65011743","           2","          13","32.553976104","No","Home Improvement"
"        8600","           .","       47791","","           .","           .","           .","           .","           .","           .","14.392536075","No","Debt Consolidation"
"        8600","       42380","       60733","Mgr","1.1850939073","           0","           0","199.29314197","           0","          22","28.434342078","No",""
