"LOAN","MORTDUE","VALUE","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","Default","Loan_Reason"
"       10800","41515.639045","       86060","Mgr","           6","           0","           0","102.66507078","           0","          23"," 30.09500969","No",""
"       10800","       67740","      108135","Office","          11","           0","           0","163.27383179","           1","          12","38.383498378","No",""
"       10800","      194485","      228670","ProfExe","           1","           0","           0","75.458150356","           .","           4","28.370130884","Yes","Home Improvement"
"       10800","       56477","       94980","Other","          17","           0","           0","179.91736263","           0","          28","25.210739655","No","Home Improvement"
"       10800","       78898","       86567","ProfExe","           9","           0","           0","179.83082878","           0","          12","40.291951983","No",""
"       10800","27619.356949"," 22638.04886","Other","           3","           0","           0","308.75917568","           0","           9","34.095785093","No",""
"       10800","       61791","       78361","Office","           5","           0","           0","94.518067782","           2","          15","28.088524645","No",""
"       10800","       24182","       39750","ProfExe","0.1057587192","           0","           0","176.83333333","           0","          36","           .","Yes",""
"       10800","           .","       49495","Mgr","4.0055399081","           .","           .","141.16529822","           .","           8","21.079998939","No","Home Improvement"
"       10800","       83441","       92148","Mgr","           5","           0","           0","119.14584404","           1","          26","40.978635322","No",""
"       10800","       49953","       75322","Other","           0","           0","           0","58.892731331","           8","          21","23.875946186","No",""
"       10800","       67171","       82138","Other","           2","           0","           0","89.124526305","           0","           6","  38.8031464","No","Home Improvement"
"       10800","       13365","       66979","Other","           9","           2","           1"," 346.9796514","           1","          22"," 16.48162968","No","Home Improvement"
"       10800","       89139","      122571","Other","           8","           .","           .","           .","           .","           .","40.780527152","No","Home Improvement"
"       10800","       42191","       57224","Other","          15","           0","           0","68.810826166","           0","          11","30.518229752","No",""
"       10800","       61767"," 67832.47623","ProfExe","          15","           0","           0","228.98545319","           3","          32"," 37.91433471","No",""
"       10900","       86754","      110000","ProfExe","  1.62380381","           0","           2","103.43333333","           0","          19","           .","Yes",""
"       10900","       57494","       66704","Mgr","           6","           .","           .","115.31274905","           .","          24","39.510985743","No",""
"       10900","           .","       76207","","           .","           .","           .","           .","           .","           .","22.392611597","No","Debt Consolidation"
"       10900","       49406","       83074","Other","           1","           0","           1","191.81512308","           0","          13","30.124555686","No","Home Improvement"
"       10900","       22513","       52355","Other","           1","           0","           0","248.58340866","           0","          10","39.204625006","No","Home Improvement"
"       10900","           .","1857.5854821","Other","           .","           0","           0","59.548702675","           1","           2","24.195903631","Yes","Home Improvement"
"       10900","           .","       66691","Other","           .","           0","           0","349.75236213","           0","           7"," 34.34334852","No","Home Improvement"
"       10900","16228.512546","       70783","ProfExe","          19","           0","           1"," 404.9043933","           0","          11","23.610124369","No",""
"       10900","       56793","       68825","Other","           3","           0","           0","225.88904146","           0","           9","34.727875189","No",""
"       10900","13194.701876","       35792","Other","           3","           .","           .","           .","           .","           ."," 37.10471224","No",""
"       10900","       51990","       76918","Other","           0","           0","           1","180.81810233","           0","          12","29.555406533","No","Home Improvement"
"       10900","       59029","       76120","Other"," 0.948218659","           0","           0","231.73414438","           0","          10","36.025683828","No",""
"       10900","      116030","      125179","Self","           6","           0","           0","177.08584488","           0","          19","33.849092539","No",""
"       10900","1120.6961575","       61014","Other","          10","           0","           0","72.494660925","           0","          23","35.667645974","No",""
"       10900","       49352"," 31553.44598","Other","           7","           0","           1","78.833617625","           2","          23","36.174955236","Yes",""
"       11000","       14046","       34777","Other","           5","           0","           0","256.63415201","           0","          11","22.447943315","No",""
"       11000","       88252","      112567","Other","          11","           0","           0","224.71557646","           2","          15","39.526852362","No",""
"       11000","       52602","       61496","Other","          13","           0","           0","107.34006616","           0","          22","37.699108592","No",""
"       11000","       60513","      110485","Mgr","           3","           1","           1","126.77192888","           1","          17","40.031393322","Yes",""
"2545.7816047","       76958","       88607","ProfExe","           9","           0","           0","175.41182666","           0","          12","39.216775179","No",""
"       11000","       21738","       86586","ProfExe","          20","           0","           0","241.06079106","           0","          10"," 25.21859995","No","Home Improvement"
"       11000","       77929","      102942","ProfExe","           8","           0","           0"," 173.8298837","           0","          34","33.897772554","No","Home Improvement"
"5140.9486631","68354.888186","      108653","Other","          15","           0","           0","206.90348089","           2","          15","37.743047077","No",""
"       11000","       57554","       68222","ProfExe","          14","           0","           0","215.43179389","           3","          32","36.569347898","No",""
"       11000","       21780","48202.124076","ProfExe","          19","           0","           0","240.68258102","           0","          10","24.404335112","No","Home Improvement"
"       11000","       63314","67390.374552","ProfExe","          15","           0","           0","244.01777452","           3","          32","36.542570221","No",""
"8329.3470272","8974.7221429","       63805","Other","           9","           0","           0","88.606023456","           0","          22","38.026151095","No",""
"       11000","       50716","       61492","Other","           3","           0","           1","90.230329762","           0","          20","38.255862022","No",""
"       11000","       77517","38618.329578","ProfExe","           2","           2","           0","352.37913787","           0","          28","28.030214206","Yes","Home Improvement"
"       11000","       56795","       70014","Other","           3","           0","           1","319.79577127","           0","          10","33.596170858","No",""
"       11000","       45000","       63775","Other","6.6443433681","           0","           0","173.16666667","           0","          18","           .","Yes",""
"       11000","       49000","       66922","Other","          11","           0","           2","          91","           3","          32","           .","Yes",""
"       11000","      108095","      137000","ProfExe","           3","           0","           0","         277","           1","          46","           .","No",""
"       11000","       15129","       29375","Office","           6","           0","           1","102.43333333","           0","          17","           .","No",""
"       11000","       74596","       98000","ProfExe","4.5682424626","           0","           0","108.53333333","           1","          27","           .","No","Home Improvement"
"       11000","       85149","      106820","Mgr","7.0668234569","           0","           0","240.43333333","           0","          25","           .","No","Home Improvement"
"       11000","      102000","85190.789497","","           3","           0","           0","       125.8","           1","          26","           .","No",""
"       11000","       63847","       86500","Office","          26","           0","           0","170.43333333","           2","          14","           .","No","Home Improvement"
"       11000","24550.748335","       70438","Self","           2","           3","           1","       115.6","           1","          25","           .","Yes",""
"       11000","       66400","       81500","Other","         9.5","           0","           0","215.06666667","           0","          65","           .","No",""
"       11000","       63975","      235000","ProfExe","           4","           5","           0","123.76666667","           1","          17","           .","Yes","Home Improvement"
"       11000","       53700","       68000","Mgr","           6","           0","           0","       101.5","           0","          13","           .","Yes",""
"       11000","       62227","66300.406047","Office","           9","           0","           5","123.76666667","           3","          34","           .","Yes",""
"       11000","       41000","       63450","Other","         2.9","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"       11000","      122751","      140000","Other","           5","           0","           0","       116.7","           2","          30","           .","Yes",""
"       11000","       85474","      118125","Office","         2.5","           2","           0","132.93333333","           1","           9","           .","Yes","Home Improvement"
"       11000","      131949","      165096","ProfExe","           5","           0","           0","440.42125368","           0","          42","26.904766453","No","Home Improvement"
"       11000","      116361","      143318","ProfExe","          15","           .","           1","181.07079325","           1","          32","30.032845485","No",""
"       11000","       54641","       65705","Other","           5","           0","           0","323.19292763","           0","          10","33.299628394","No",""
"       11000","       85758","      108661","Mgr","          11","           0","           0","255.28741537","           0","          24","29.434867143","No","Home Improvement"
"       11000","       60123","       74887","Other","           3","           0","           1","242.24976115","           2","          16","37.680169764","No","Home Improvement"
"       11000","       43614","       60831","Other","           3","           0","           2","84.444746145","           0","          20","36.673648152","No",""
"       11000","       83639","       98081","Other","6.5418044322","           0","           0","155.37122034","           4","          22","42.539685706","No",""
"       11000","       50178","       64427","Other","3.0099564525","           0","           0","67.636289053","           1","          11","28.689928357","No",""
"6671.3900406","       77723","      107245","ProfExe","           5","           0","           0","115.55852962","           0","          26"," 26.91192966","No","Home Improvement"
"6509.0254082","       46093","       60563","Mgr","           4","           0","           0","190.48216428","           1","          21","29.578148133","No",""
"       11000","       85008","       73223","Mgr","           7","           0","           2","197.12004536","           0","          23","41.441052018","Yes","Home Improvement"
"       11000","      106762","      123138","","           2","           0","           0","131.01191573","           0","          25"," 32.80374334","No",""
"       11000","       92521","      110704","Other","          13","           0","           0","208.89848526","           2","          16","39.250433285","No",""
"       11000","       49000","       68000","Other","           2","           2","           3","         9.1","           3","          15","           .","Yes","Home Improvement"
"       11000","           .","       56851","Other","          10","           0","           0","308.43564919","           2","          13","31.075616581","No","Home Improvement"
"       11000","       48893","      113223","ProfExe","           7","           0","           1","237.09808129","           0","           9","22.003376409","No",""
"       11100","       47689","       52910","Mgr","          21","           1","           1","224.48075013","           1","          18","34.947076581","No","Home Improvement"
"       11100","       59232","       71157","Mgr","           5","           .","           .","108.21716051","           .","          24","40.091831822","No",""
"       11100","           .","19922.476634","Mgr","           5","           .","           .","175.75688747","           .","           8","22.956863758","No","Home Improvement"
"       11100","       52028","5740.6028742","Other","           .","           0","           2","194.48489733","           1","          12","30.797674365","Yes","Home Improvement"
"       89200","       54045","       92924","Other","          15","           0","           0","212.27969667","           0","          15"," 35.55659049","No",""
"       11100","       79226","8007.4133738","ProfExe","2.0680808006","           0","           1","179.64827359","           1","          12","40.670904725","No",""
"3915.5730729","       72402","       86584","Mgr","           8","           0","           0","102.97207872","           0","          22","29.655713203","No",""
"       11100","3491.5199798","45697.325073","ProfExe","          20","           0","           2","403.96540093","           1","          12","21.758642612","No",""
"       11100","           .","       26400","Other","           8","           0","           0","           .","           2","           0","           .","Yes","Home Improvement"
"       11100","       82849","      113913","ProfExe","          10","           0","           1","167.36102992","           0","          27","35.763333479","No","Home Improvement"
"       11100","       27861","       47737","Other","           8","           0","           0","89.492116658","           0","           4","34.050949362","No","Home Improvement"
"       11100","40285.629737","      100139","ProfExe","           5","           0","           0","108.53256364","           0","          26","26.099258701","No","Home Improvement"
"       11100","       80922","31646.153518","Other","           3","           0","           0","90.881292261","           2","          31","38.120810575","No",""
"       11100","           .","88.723751201","Other","           .","           0","           0","364.37597582","           0","           7","36.674734318","No","Home Improvement"
"       11100","       68784","       85464","ProfExe","           2","           0","           0"," 117.9983043","           0","          14","36.044251755","Yes","Debt Consolidation"
"       11100","       52029"," 23830.43251","Other","           4","           0","           1","250.25216481","           2","          16","38.483648445","No","Home Improvement"
"       11100","       61856","       77275","Other","           4","           0","           1","243.71377409","           1","          16","36.564119563","No","Home Improvement"
"       11100","      105226","      122901","","           3","           0","           0","113.68878037","           1","          26","33.896642978","No",""
"       11100","       53232","3189.4419652","Other","          16","           0","           0","183.20620747","           0","          29"," 26.87488997","No","Home Improvement"
"       11100","       52900","60420.247563","Other","           .","           1","           1","93.110352698","           .","           8","40.761453071","Yes","Home Improvement"
"       11100"," 13498.36588","       89976","ProfExe","           9","           0","           0","163.70355537","           1","          12","39.271884779","No",""
"       11100","       31999","       61406","Other","          31","           0","           0","239.05055657","           0","          19","20.961272939","No","Debt Consolidation"
"       11100","           .","           .","","           .","           .","           .","           .","           .","           .","26.232459223","No","Debt Consolidation"
"       11100","       54496"," 17774.79459","Other","           6","           0","           0","125.76577489","           0","          16","35.506774068","No","Home Improvement"
"       11100","       56999","       67427","Other","           8","           0","           0","139.51391501","           0","          16","35.892436102","No","Home Improvement"
"       11100","       67366","      102936","Other","           9","           0","           0","213.28149573","           0","          20","19.078651168","No",""
"       11100","       35782","       45550","Other","           8","           0","           0","109.28434579","           0","           3","36.159805919","Yes","Home Improvement"
"       11100","      148235","87480.452929","Office","           4","           0","           0","198.80971711","           0","          55","33.538726152","No","Home Improvement"
"       11100","       48031","      107561","ProfExe","           5","           0","           1","226.78110513","           0","           9","24.190326625","No",""
"       11100","       43167","       60209","Other","           3","           0","           1","80.368196976","           0","          20","37.490798825","No",""
"       11100","       50350","       58837","Other","           6","           0","           0","80.843216818","           0","          10","28.793166271","No",""
"       11200","       32562","       47220","Other","           8","           .","           1","151.28586742","           7","          29","38.019135045","No",""
"       11200","       66868","      107794","Office","          10","           0","           0","152.92982848","           1","          12","39.640828981","No",""
"       11200","       93649","      113833","Other","          13","           0","           0","205.11724572","           3","          16","39.126130259","No",""
"       11200","       29348","       87351","ProfExe","14.498464369","           0","           0","224.39489458","           0","          11","26.129627304","No","Home Improvement"
"       11200","       44966","       55114","Office","           1","           0","           0","173.96189741","           1","          21","37.456622102","No",""
"       11200","       23181","       80140","ProfExe","          21","           0","           0"," 221.4180934","           0","          10","25.462641527","No","Home Improvement"
"       11200","       68890","       84059","Office","7.2785231095","           0","           0","254.01968935","           3","          36","41.433943797","No",""
"       11200","       17411","1146.5152175","Other","          10","           0","           0","267.97010945","           0","          13","22.089199918","No",""
"       11200","      114000","      139200","Mgr","           5","           0","           0","213.56666667","           1","          36","           .","Yes",""
"11125.196568","       56842","35975.602119","Other","0.3398062747","           0","           0","144.79522043","           0","          17","  33.8858765","No","Home Improvement"
"       11200","10635.441111","       65125","Other","           6","           2","           0","12.176928574","           0","           1","33.241218883","Yes","Home Improvement"
"       11200","       62752","       73003","ProfExe","10.548188824","           0","           0","226.56590487","           3","          31","38.339798053","No",""
"       11200","       65508","      103523","Office","          12","           0","           0","154.42736766","           0","          12","37.575436102","No",""
"       11200","      153103","      181849","Office","           6","           0","           0","  186.249507","           0","          55","33.995565356","No","Home Improvement"
"       11200","       68990","       81922","Mgr","          12","           0","           1","120.88581123","           2","          23","43.159875329","Yes",""
"       11200","           .","       48150","Mgr","2.3884085773","           .","           .","165.76801721","           .","           9","22.302234366","Yes","Home Improvement"
"       11200","       19496","       73140","ProfExe","          20","           0","           1","399.24269191","           1","          12","23.374504567","No",""
"3203.3739822","       57377","       75038","Office","           4","           0","           0","91.219961165","           1","          15","25.140279716","No",""
"       11300","      124205","      196124","Office","           0","           0","           1","332.72338954","           0","          15","40.120168319","No","Home Improvement"
"3484.4018076","       64437","       79857","Office","           5","           0","           0","88.789155967","           2","          14","27.899267889","No",""
"       11300","       61810","       79817","Office","           6","           0","           0","98.224144195","           1","          14"," 25.52507894","No",""
"       11300","           .","       66345","Other","           .","           0","           0","357.14381933","           0","           6","34.601973808","No","Home Improvement"
"       11300","       62168","       80681","Sales","           6","           0","           0"," 117.3762292","           0","          34","27.694521271","No",""
"       11300","6904.2503658","       71353","Other","          29","           1","           2","176.91298776","           1","          24","38.544441857","No","Home Improvement"
"       11300","       46120","       52911","Mgr","          19","           0","           0","229.44157776","           1","          17","36.334814357","No","Home Improvement"
"       11300","       77926","       89216","Mgr","           6","           0","           0","146.81015408","           2","          26","39.466964223","No",""
"       11300","      129489","      195105","Office","           0","           0","           1","356.31348584","           0","          16","41.634017956","No","Home Improvement"
"       11300","       54984","60557.710489","Mgr","           4","           0","           0","190.92092996","           1","          16","28.086854837","No",""
"       11300","       40752","       53683","Other","          22","           0","           1","129.75806208","           0","          23","38.425881111","No","Home Improvement"
"       11300","           .","       28600","Office","          20","           0","           0","190.03121757","           0","          15","39.008673024","No","Home Improvement"
"       11300","       29000","       59900","Mgr","           3","           1","           0","91.633333333","           4","          11","           .","Yes","Home Improvement"
"       11300","       56602","       71500","Office","          11","           2","           1","        52.8","          12","          20","           .","Yes",""
"       11300","       66814","       82021","Office","           4","           2","           3","173.71183851","           3","          29","38.556929453","No",""
"       11300","       16115","       69113","ProfExe","          22","           0","           2","403.51499966","           0","          12","22.168244524","No",""
"       11300","       77846","      101984","ProfExe","           5","           0","           0","112.38484554","           1","          27","28.298733642","No","Home Improvement"
"       11300","      114392","      214523","ProfExe","           2","           0","           0","132.09765987","           1","          15","26.251830338","No","Home Improvement"
"       11300","       62568","9747.3824367","Office","           4","           0","           3","295.33466966","           0","          19","28.600252229","Yes","Home Improvement"
"       11300","           .","           .","Other","           .","           .","           .","           .","           .","           .","           .","Yes","Home Improvement"
"       11300","       78902","      100332","ProfExe","           4","           0","           0","116.99879949","           0","          26","34.683071467","No",""
"       11300","           .","8724.8156723","","           .","           .","           .","           .","           .","           .","22.577246193","No","Debt Consolidation"
"       11300","       74783","23382.384451","ProfExe","           5","           0","           0","85.664833722","           0","          34","35.947854706","No","Home Improvement"
"       11400","           .","       29374","Office","          20","           0","           0","207.93025578","           1","          15","38.955124742","No","Home Improvement"
"9663.8798984","           .","       38246","Other","           .","           .","           0","88.886975341","           0","          10","37.658388771","No","Home Improvement"
"       11400","       75705","       90727","Mgr","           5","           0","           0","143.10103259","           2","          27","42.169926729","No",""
"10893.619738","       66491","       89553","","3.6672722286","           0","           0","212.78328271","           0","          16","31.120132652","No",""
"       11400","       55965","       78051","Office","           6","           0","           0","96.292020222","           2","          14","27.173232225","No",""
"       11400","       59813","       72873","ProfExe","          13","           0","           0","234.33024049","           4","          31","39.351470851","No",""
"       11400","      125486","      195284","Office","           0","           0","           0","354.29028718","           0","          15","38.143068786","No","Home Improvement"
"       11400","       43530","       56600","Other","          21","           0","           0","114.98297904","           0","          23","39.481662901","No","Home Improvement"
"       11400","       56789","       74016","Other","           7","           0","           0","127.62547457","           0","          16","33.027143557","No","Home Improvement"
"       11400","       51203","       60716","Other","           2","           0","           0","99.104082616","           0","          20","38.235312929","No",""
"       11400","           .","       44849","Mgr","           6","           .","           .","163.27459468","           .","           9","23.481116639","No","Home Improvement"
"7942.1105021","           .","       27439","","          27","           0","           0","208.17711251","           0","           5","23.830110576","No","Home Improvement"
"       11400","       28043","       87684","ProfExe","17.705973414","           1","           1","229.17795924","           0","          10","25.489994512","No","Home Improvement"
"       11400","       84380","      202186","Self","          13","           0","           0","34.914371682","           .","           7"," 18.84034872","No","Home Improvement"
"       11400","      112930","      144830","ProfExe","           2","           0","           0","271.23803732","           1","          46","33.251079314","No",""
"3621.3559823","       84278","      200480","Self","          14","           0","           0","4.4127700608","           .","           8","19.112485067","No","Home Improvement"
"       11400","       64934","       74875","Other","           3","           0","           0","192.31448267","           2","          16","34.343755724","No",""
"       11400","10788.549143","       61395","Other","           1","           0","           0","188.88668235","           1","          12","26.950451284","No",""
"       11400","       52068","       80643","Other","           2","           0","           2","199.08772113","           0","          13","29.462134076","No","Home Improvement"
"       11500","       56720","       82738","Other","          17","           0","           0","200.41695429","           0","          16","34.019837692","No","Home Improvement"
"       11500","      104790","      122169","Office","          16","           1","           0","266.12105655","           0","          16","34.082178462","No","Debt Consolidation"
"       11500","       53651","       87547","Other","          18","           0","           0","191.39688748","           0","          16","34.368650887","No","Home Improvement"
"       11500","      116430","      215014","ProfExe","           3","           0","           0","132.09363428","           0","          14","26.864568467","No","Home Improvement"
"       11500","       43945","       63337","Mgr","           2","           0","           1","193.74248539","           0","          21","27.623493964","No",""
"       11500","       53151","       71645","Other","           7","           0","           0","135.80047603","           0","          16","35.851614414","No","Home Improvement"
"6841.2731296","       70409","       89099","ProfExe","           9","           0","           0","169.40165199","           0","          11","40.174430056","No",""
"       11500","       61264","       75647","Office","          11","           0","           0","262.89018789","           3","          36","39.547882702","No",""
"       11500","       44097","       58336","Office","           0","           0","           0","173.31832075","           0","          20","38.191626025","No",""
"       11500","       77143","       86862","ProfExe","6.6313036078","           0","           1","164.59640287","           1","          12","39.449692717","No",""
"       11500","       21096","       38952","Office","          13","           0","           0","       129.7","           0","           5","           .","Yes",""
"       11500","    47597.57","     75937.5","Other","        13.5","           0","           0","        89.4","           0","           7","           .","Yes",""
"       11500","       67000","       83000","ProfExe","0.8129447181","           .","           .","           .","           .","           .","           .","Yes",""
"       11500","       62000","       83000","","           0","           5","           1","177.56666667","           2","          34","           .","Yes",""
"       11500","       64371","69419.627864","ProfExe","           2","           0","           0","162.11625392","           1","          35","39.791198955","No",""
"       11500","       63136","       81099","Other","           3","           .","           .","149.06474483","           .","          35","28.975940118","No",""
"       11500","       29281","       37717","Mgr","          15","           0","           0","61.915444655","           0","           9","30.702428546","No","Home Improvement"
"8510.0397361","51435.654151","      118861","Other","10.689845974","           0","           1","203.70020243","           1","          16","37.596951452","No",""
"       11500","           .","       64037","Other","           .","           0","           0","354.17458076","           0","           7","34.355739238","No","Home Improvement"
"       11500","       59781","       69864","Other","           4","           0","           1","312.54739604","           0","           9","31.181801354","No",""
"       11500","       22758","       36922","Office","           7","           0","           1","103.04811711","           0","          16","19.020168304","No",""
"7127.0188972","       82326","       94599","Other","           0","           4","           0","           .","           0","           3","29.893621477","No",""
"       11600","       64143","       78851","Office","           6","           0","           3","201.36992202","           3","          29","35.795804943","No",""
"       11600","       92613","      108515","Other","          11","           0","           0"," 206.8225881","           3","          16","39.111039466","No",""
"       11600","       44623","           .","ProfExe","          13","           6","           2","178.09322168","           0","          29","21.334651908","Yes","Home Improvement"
"       11600","       57939","       69774","Mgr","           5","           0","           0"," 91.99164592","           0","          12","72.264093333","Yes",""
"       11600","       50433","      107092","ProfExe","           5","           0","           1","225.18169134","           0","           9"," 24.95259473","No",""
"10535.211568","       89205","      128462","Office","          10","           0","           0","128.12359751","           0","          21","37.523324709","No",""
"       11600","       22635","       33353","Office","           6","           0","           0"," 85.57207035","           0","          16","19.223872665","No",""
" 2581.236715","       35865","       50000","Other","           .","           0","           0","78.133333333","           0","          15","           .","No",""
"       11600","       57200","       72500","Other","           5","           0","           0","34.466666667","           4","          15","           .","Yes",""
"       11600","       45917","       60000","Other","          10","           0","           1","304.36666667","           3","          27","           .","Yes",""
"       11600","       96882","      118914","ProfExe","          13","           0","           0","176.22191092","           2","          17","34.757740199","No",""
"       11600","       28654","       47042","Other","          10","           .","           0"," 158.0847883","           7","          29","38.477504842","No",""
"       11600","30545.263798","       56514","Other","          31","           0","           0","237.81896639","           0","          19","20.181582401","No","Debt Consolidation"
"       11600","       33379","       51821","Other","          31","           0","           0"," 247.1205918","           0","          19","23.661084029","No","Debt Consolidation"
"       11600","       64510","       71105","ProfExe","           5","           0","           0","150.26333198","           1","          34","43.239187116","No",""
"6477.6622977","       57436","       72460","Other","          11","           0","           0","255.12603024","           0","          27","28.945531785","No","Debt Consolidation"
"       11600","60788.449231","      198705","Office","           0","           0","           0","341.04732919","           0","          16","39.963258508","No","Home Improvement"
"       11600","       73079","      101219","ProfExe","           7","           0","           0","  152.249875","           0","          33","34.249620743","Yes","Home Improvement"
"       11600","           .","       36474","Other","           .","           .","           1","93.727138031","           0","          10","37.202953562","No","Home Improvement"
"       11700","       42151","45998.477771","Other","          22","           0","           0","122.03036183","           0","          23","40.083144531","No","Home Improvement"
"       11700","           .","       67940","Mgr","           3","           3","           4","204.02559324","           1","          38","           .","Yes","Home Improvement"
"       11700","       78789","       91342","Mgr","           5","           0","           0","128.36067425","           2","          27","41.952681795","No",""
"       11700"," 4801.712118","       85090","Other","          18","           0","           0","192.25318228","           0","          16","35.064864675","No","Home Improvement"
"       11700","       95411","      117927","ProfExe"," 11.11576452","           0","           0","177.92669579","           1","          17","34.490564131","No",""
"       11700","       54085","       68239","Other","           2","           1","           2","8.0552650769","           3","          15","32.012658582","Yes","Home Improvement"
"       11700","       51600","       72399","Other","          15","           0","           1","125.36336996","           4","          20","           .","Yes","Home Improvement"
"       11700","       52650","       63646","Other","           0","           1","           0","194.76099992","           1","          13","27.610844064","No",""
"       11700","       59932","       80313","Office","          14","           0","           0","238.48646158","           0","          32","44.474917703","No","Home Improvement"
"       11700","39972.587889","       59097","Other","           .","           0","           0","74.998098598","           0","          15"," 39.49702872","No",""
"       11700","           .","       69125","","           .","           .","           .","           .","           .","           .","23.766832127","No","Debt Consolidation"
"       11700","       84863","       91737","Other","           0","           4","           0","           .","           0","           4","30.330811492","No",""
"7231.4756578","       63724","       82252","Office","          13","           0","           0","233.24887936","           3","          37","40.075275838","No",""
"       11700","       59506","       85000","Other","           3","           0","           0","37.566666667","           2","           4","           .","No",""
"       11700","       69100","       85000","Mgr","         3.8","           3","           0","        80.1","           0","          22","           .","Yes",""
"       11700","       62400","       78000","Office","          20","           0","           0","216.06666667","           2","          24","           .","Yes",""
"       11700","16902.222318","       93707","Other","           7","           3","           0","162.57983695","           2","          51","69.480650392","Yes",""
"       11700","       37093","       62116","Mgr","           .","           .","           .","           .","           .","           .","37.010948765","No",""
"       11700","       74783","       86227","Mgr","           7","           0","           0","116.75680052","           0","          23","28.019227084","No",""
"       11700","       64278","       76055","Other","          12","           0","           0","245.29516293","           0","          26","28.439965842","No","Debt Consolidation"
"       11700","       15163","46644.142132","ProfExe","          19","           0","           2","378.82581852","           1","          11","20.090783327","No",""
"       11700","       56441","42778.358063","Other","          17","           0","           0","198.03271759","           0","          16","33.931163419","No","Home Improvement"
"       11700","47314.231211","      103016","Mgr","           1","           0","           0","69.805697668","           2","          24","38.448387115","No",""
"       11700","       55119","       67931","Mgr","           4","           0","           0","199.41069924","           2","          16","27.616338511","No",""
"       11700","       56990","       83334","Other","           4","           0","           2","177.43269886","           0","          13","30.998694504","No","Home Improvement"
"       11700","      101520","      110617","Other","          18","           0","           2","198.54334807","           1","          16","38.721259448","No",""
"       11700","       96532","      107600","Other","          12","           0","           0","214.86981675","           2","          15","40.287411441","No",""
"       11700","       68059","36875.206175","Other","           3","           .","           .","175.65856785","           .","          35","30.253969922","No",""
"       11800","       74512","       93328","Office","           4","           5","           0","117.91881998","           .","          16","58.295989944","Yes","Home Improvement"
"       11800","      118053","      125325","Self","           5","           0","           0","181.17206513","           0","          18","33.200397325","No",""
"       11800"," 17530.10098","615.13905761","Office","           0","           0","           0","160.74993141","           0","          21","37.129512042","No",""
"       11800","       79131","      102263","ProfExe","           5","           0","           0","105.25389259","           0","          34","36.070978869","No","Home Improvement"
"       11800","       67678","      108092","ProfExe","          13","           0","           7","126.65823161","           0","          36","37.162689687","Yes","Home Improvement"
"       11800","           .","       65769","Other","           .","           0","           0","357.33268218","           0","           7","34.327276537","No","Home Improvement"
"       11800","       21813","       30436","Office","3.7068941555","           0","           1","104.01163591","           0","          16","19.408461231","No",""
"       11800","       44944","       57132","Other","           .","           0","           0","74.156045076","           0","          14"," 42.81224294","No",""
"       11800","       57760","       65535","Mgr","          11","           0","           0","108.46940045","           1","          18","32.783483568","No",""
"       11800","       65062","       78004","Office","          12","           0","           0","251.14419571","           0","          31","43.372372819","No","Home Improvement"
"       11800","       67336","       82218","Office","          12","           0","           0","255.31353476","           3","          36","40.878428241","No",""
"       11800","       86785","      125552","Office","          11","           0","           0","148.17649241","           1","          22","37.884449327","No",""
"       11800","      116742","      137385","ProfExe","          15","           .","           1","170.54003506","           1","          33","30.785003591","No",""
"6930.8587374","32402.439737","       51984","Other","           .","           0","           0","82.527794351","           0","          14"," 40.88273326","No",""
"       11800","       32257","49393.343974","Office","          23","           0","           0","231.59994452","           0","          29","25.701276422","No",""
"       11800","           .","       51246","Other","          11","           0","           0"," 305.5667157","           2","          13","32.500059069","No","Home Improvement"
"10928.772167","       65012","       91614","Office","          26","           0","           0","171.88954687","           2","          13","42.488517052","No","Home Improvement"
"       11800","       53596"," 24413.19091","Mgr","           5","           .","           .","126.78778068","           .","          24","41.047754879","No",""
"       11800","       98877","      110250","Other","          18","           0","           2","195.86291677","           1","          16","36.871699423","No",""
"       11800","      112146","      140781","ProfExe","          14","           .","           0","170.70050749","           0","          32","29.942492402","No",""
"       11900","       44600","       63800","Other","           9","           0","           0","       243.5","           0","          18","           .","No",""
"       11900","       54867","       79000","Mgr","           1","           0","           0","       182.6","           2","          23","           .","Yes","Home Improvement"
